Address,Price,Beds,Baths,Sizes
"15564 70th Ave, Marion, MI 49665","$105,000",3,2,"1,152sqft"
"3044 Seyburn St, Detroit, MI 48214","$39,900",3,1,"2,460sqft"
"24864 Flanders St, Dowagiac, MI 49047","$79,900",2,2,938sqft
"14733 Wickford Ct, Shelby Township, MI 48315","$30,000",2,1,"1,064sqft"
"658 Chester St, Jackson, MI 49203","$89,000",3,1,"3,136sqft"
"5925 Andersonville Rd, Waterford, MI 48329","$99,900",2,1,"1,215sqft"
"410 N Rowe St, Ludington, MI 49431","$159,000",4,2,"1,443sqft"
"17210 Bradford St, Detroit, MI 48205","$50,000",4,2,"1,428sqft"
"8019 Norman Rd, Greenwood, MI 48006","$199,900",3,1,"1,300sqft"
"1312 Otto St, Lansing, MI 48906","$90,000",2,2,"1,304sqft"
"2440 LA Belle St, Detroit, MI 48238","$59,900",3,2,"1,056sqft"
"19721 E 8 Mile Rd, Saint Clair Shores, MI 48080","$64,900",2,1,800sqft
"13536 West Shore Dr, Houghton Lake, MI 48629","$115,000",2,1,"1,200sqft"
"2510 Pleasant Grove Rd, Lansing, MI 48910","$125,000",3,1,"1,063sqft"
"4044 Hazelwood St, Detroit, MI 48204","$19,900",3,1,"1,504sqft"
"2234 Alice St, Hamtramck, MI 48212","$168,000",5,2,"1,380sqft"
"10609 Stratman St, Detroit, MI 48224","$59,900",3,1,979sqft
"1001 S Bowen St, Jackson, MI 49203","$124,900",2,1,"1,212sqft"
"5624 Streefkerk Dr, Warren, MI 48092","$179,900",3,1.5,"1,177sqft"
"28400 Kaufman St, Roseville, MI 48066","$159,900",3,1,"1,404sqft"
"7306 Cedar Rd, Lexington, MI 48450","$159,900",2,1,817sqft
"24443 Charles Dr, Trenton, MI 48183","$262,500",3,2.5,"1,516sqft"
"9335 Memorial Ave, Detroit, MI 48228","$60,000",2,1,882sqft
"24841 Cabot Dr, Woodhaven, MI 48183","$310,000",4,3.5,"2,207sqft"
"11723 Stahelin Ave, Detroit, MI 48228","$42,000",2,1,774sqft
"8900 E Jefferson Ave Unit 1008-09, Detroit, MI 48214","$115,000",1,2,"1,100sqft"
"22007 Gaukler St, Saint Clair Shores, MI 48080","$159,900",3,1,"1,225sqft"
"18545 E 12 Mile Rd, Roseville, MI 48066","$224,900",4,2.5+,"2,128sqft"
"20 Dale St NW, Grand Rapids, MI 49505","$274,900",5,3.5,"2,659sqft"
"25005 Lovell St, Saint Clair Shores, MI 48080","$184,999",3,1,"1,000sqft"
"8701 Clinton River Rd, Sterling Heights, MI 48314","$320,000",3,1.5,"1,666sqft"
"1354 Trevino Dr, Troy, MI 48085","$340,000",4,2.5,"1,816sqft"
"1537 Broadway Ave NW, Grand Rapids, MI 49504","$260,000",5,3,"2,400sqft"
"15117 S Dixie Hwy, Monroe, MI 48161","$259,900",3,3,"2,500sqft"
"30292 Berghway Trl Unit 73, Warren, MI 48092","$366,030",3,3,"1,941sqft"
"5695 Woodbrook St, Schoolcraft, MI 49087","$475,000",5,4,"3,520sqft"
"2533 Meade Ct, Ann Arbor, MI 48105","$320,000",2,1.5,"1,420sqft"
"23112 Marter Rd, Saint Clair Shores, MI 48080","$129,900",2,1,924sqft
"3390 Byron Center Ave SW, Wyoming, MI 49519","$299,900",6,2,"3,934sqft"
"56727 Via Carlotta Unit 120, Macomb, MI 48042","$785,000",4,3.5,"3,453sqft"
"56727 Via Carlotta, Macomb, MI 48042","$785,000",4,3.5,"3,453sqft"
"9750 Melissa Ln, Davisburg, MI 48350","$375,000",5,3,"4,136sqft"
"4218 Cortland St, Detroit, MI 48204","$10,000",5,2.5,"1,584sqft"
"617 E Atherton Rd, Flint, MI 48507","$59,500",3,1.5,"1,242sqft"
"7798 Kilburn Rd, Grant Township, MI 48032","$194,900",3,2,"1,274sqft"
"19123 W Yankee Rd, Howard City, MI 49329","$414,900",5,3.5,"3,036sqft"
"5143 Scotten St, Detroit, MI 48210","$200,000",3,2,"1,905sqft"
"1209 E Michigan Ave, Battle Creek, MI 49014","$59,900",4,1,"1,348sqft"
"1080 Beech St, Baldwin, MI 49304","$89,900",3,1.5,"1,210sqft"
"6240 Yunker St, Lansing, MI 48911","$122,000",3,2,"1,203sqft"
"15910 Prevost St, Detroit, MI 48227","$45,000",3,1.5,"1,865sqft"
"2963 Welland Dr, Saginaw, MI 48601","$29,700",3,2,"1,268sqft"
"904 Shady Ln, Tecumseh, MI 49286","$194,900",3,1,"1,746sqft"
"35311 Park St, Richmond, MI 48062","$209,900",3,1,"1,300sqft"
"771 Sunset Dr, Attica, MI 48412","$175,000",3,1,966sqft
"1608 Woodbridge St, Jackson, MI 49203","$69,900",3,2,970sqft
"8724 Manton Dr, Jackson, MI 49201","$75,000",3,2,"1,456sqft"
"1107 Michigan Ave, Gladstone, MI 49837","$130,000",2,1,"1,132sqft"
"640 Briarwood Dr, Vassar, MI 48768","$139,900",3,1,960sqft
"453 Tennessee St, Detroit, MI 48215","$74,500",3,1,934sqft
"201 E Saint Joseph St Unit 11, Lansing, MI 48933","$209,900",2,2.5,"1,433sqft"
"1728 N Monroe St, Monroe, MI 48162","$250,000",3,2,"2,125sqft"
"30693 Hidden Pines Ln, Roseville, MI 48066","$109,900",2,2,"1,174sqft"
"1517 Hull Ct, Lansing, MI 48915","$89,000",2,1,744sqft
"18708 Mansfield St, Detroit, MI 48235","$134,900",3,1.5,"1,111sqft"
"195 Glenn Dr, Brooklyn, MI 49230","$195,000",3,1,"1,152sqft"
"N13526 Us # 41, Nadeau, MI 49863","$365,000",3,4,"3,012sqft"
"108 Virginia Ave, Sturgis, MI 49091","$150,000",4,1.5,"1,646sqft"
"8223 Dell Rd, Kingsley, MI 49649","$540,000",4,2,"2,018sqft"
"2108 Deer Run Trl, Waterford, MI 48329","$379,900",3,3.5,"1,941sqft"
"34427 Jefferson Ave, Harrison Township, MI 48045","$375,000",3,3,"2,897sqft"
"225 N Dartmouth St, Kalamazoo, MI 49006","$155,000",2,1,980sqft
"11415 Tyrone Trl, Fenton, MI 48430","$750,000",5,4.5,"3,750sqft"
"9237 W Saginaw, Richville, MI 48758","$69,900",4,1,"1,305sqft"
"16711 Cobblestone West Blvd, Macomb, MI 48042","$324,900",2,3,"1,594sqft"
"15249 James St, Holland, MI 49424","$425,000",4,3,"2,341sqft"
"38 Oriole Dr Unit 38, Traverse City, MI 49685","$294,900",3,2,"1,206sqft"
"225 Pioneer Ave, Negaunee, MI 49866","$550,000",14,6,"5,300sqft"
"926 Osborne St, Kalamazoo, MI 49001","$250,000",4,2,"2,200sqft"
"1305 Nicolet Pl, Detroit, MI 48207","$359,000",3,1.5,"2,100sqft"
"5563 Park Dr, Orchard Lake, MI 48324","$689,000",4,1.5,"1,950sqft"
"11815 Kalamata Dr, DeWitt, MI 48820","$499,900",4,2.5,"2,782sqft"
"2875 Dewar, Barton City, MI 48705","$165,000",2,1,"1,248sqft"
"2990 W Birch Run Rd, Burt, MI 48417","$99,900",3,1,"1,008sqft"
"2908 Otto Rd, Charlotte, MI 48813","$234,900",4,2,"2,644sqft"
"2086 McLean St, Hamtramck, MI 48212","$29,900",3,1,897sqft
"111 E Wilson Rd, Saint Johns, MI 48879","$179,900",3,2,"1,480sqft"
"1464 Vernier Rd, Grosse Pointe Woods, MI 48236","$255,000",4,2,"2,789sqft"
"700 S Pennsylvania Ave, Lansing, MI 48912","$119,000",3,1,"1,440sqft"
"648 Meek St, Caro, MI 48723","$49,900",2,1,900sqft
"416 N Lake St, Ishpeming, MI 49849","$69,900",3,1.5,"1,308sqft"
"4444 W Park Dr, Bay City, MI 48706","$200,000",3,1.5,"1,569sqft"
"6407 Garfield Ave, Cass City, MI 48726","$89,900",3,1.5,"1,400sqft"
"14135 Mansfield St, Detroit, MI 48227","$69,900",4,2,"2,226sqft"
"13332 Lake Point Blvd, Van Buren, MI 48111","$132,900",2,1,"1,104sqft"
"3200 W Gilford Rd, Caro, MI 48723","$189,900",3,2,"1,247sqft"
"5407 Jerome Ln, Grand Blanc, MI 48439","$203,000",4,3,"2,041sqft"
"790 Baumgartner Rd, Iron River, MI 49935","$189,000",3,1.5,772sqft
"1914 Fleetwood Dr, Grosse Pointe Woods, MI 48236","$224,990",3,1.5,"1,291sqft"
"4785 W F Ave, Kalamazoo, MI 49009","$294,900",3,3,"2,384sqft"
"5670 Landsburg Rd, Fennville, MI 49408","$199,000",3,1,"1,160sqft"
"22480 Hillock Ave, Warren, MI 48089","$99,900",3,1,910sqft
"4064 Jennie Ln, Swartz Creek, MI 48473","$215,000",3,1.5,"1,815sqft"
"6041 Gulley St, Taylor, MI 48180","$79,000",3,1,864sqft
"23 N Rose St, Mount Clemens, MI 48043","$119,000",2,1,796sqft
"412 Golfside Dr, Lapeer, MI 48446","$339,900",3,2,"1,887sqft"
"13607 Melva Dr, Warren, MI 48088","$249,900",3,1.5,"1,300sqft"
"7035 Orchard Ave, Warren, MI 48091","$119,000",3,1,"1,079sqft"
"5809 Murthum Ave, Warren, MI 48092","$105,000",1,1,756sqft
"2057 Mill St, Lincoln Park, MI 48146","$144,900",3,1.5,"1,093sqft"
"2004 Woodside Ave, Essexville, MI 48732","$93,900",3,1,"1,308sqft"
"653 Duchess St, Milford, MI 48381","$299,900",3,2,"1,218sqft"
"19821 Lakeworth St, Roseville, MI 48066","$174,900",3,1.5,936sqft
"339 Madison St, Chelsea, MI 48118","$335,000",3,2.5,"2,168sqft"
"33030 Rayburn St, Livonia, MI 48154","$230,000",3,1.5,"1,514sqft"
"30888 Rosemond Ln, Franklin, MI 48025","$995,000",5,4.5,"3,353sqft"
"3816 Tyler Ave, Berkley, MI 48072","$290,000",4,2,"1,750sqft"
"44720 Davis Dr, Utica, MI 48317","$350,000",4,3,"2,419sqft"
"317 Duana St, Novi, MI 48377","$399,900",1,2,"1,837sqft"
"13073 Picadilly Dr, Sterling Heights, MI 48312","$279,999",4,1.5,"1,528sqft"
"11691 Lumpkin St, Hamtramck, MI 48212","$260,000",4,3,"2,640sqft"
"3775 Shepherd Ln, Canton, MI 48188","$290,000",2,2,"1,714sqft"
"22131 Aberdeen Dr Units 98 & 10, Macomb, MI 48042","$228,133",2,2,"1,603sqft"
"3273 S F 41, Mikado, MI 48745","$84,900",2,1,"1,050sqft"
"6419 E Gill Rd, Carp Lake, MI 49718","$100,000",4,2,"1,634sqft"
"1548 S Swenson Rd, Au Gres, MI 48703","$154,900",3,2,"1,550sqft"
"225 S Jefferson St, Lowell, MI 49331","$170,000",3,2,"1,905sqft"
"4767 S Three Mile Rd, Bay City, MI 48706","$99,900",2,2,"1,400sqft"
"6898 Wildwood Dr, Saranac, MI 48881","$225,000",3,2,"1,808sqft"
"3315 Creekside Blvd, Burton, MI 48519","$54,995",3,2,"1,792sqft"
"1122 S Broadway St, Hastings, MI 49058","$274,900",3,1,"2,184sqft"
"321 Flint St, Saint Charles, MI 48655","$119,900",3,1,"1,262sqft"
"1036 Summit St, Hancock, MI 49930","$139,900",4,2,"2,380sqft"
"745 Hilberg St, Oxford, MI 48371","$205,000",2,1,"1,246sqft"
"535 S Winter St, Adrian, MI 49221","$139,000",3,2,"1,687sqft"
"29211 Rosemont St, Roseville, MI 48066","$140,000",2,1.5,"1,128sqft"
"14609 Marvin St, Taylor, MI 48180","$97,500",2,1,"1,584sqft"
"746 Pinegate Dr, Fowlerville, MI 48836","$249,900",4,2.5,"1,446sqft"
"1684 Hazel St, Birmingham, MI 48009","$369,900",3,2,"1,101sqft"
"604 E Main St, Lowell, MI 49331","$315,000",3,2,"1,224sqft"
"309 W Saginaw St, Lansing, MI 48933","$105,000",4,3,"1,970sqft"
"29173 Hayes Rd Apt B18, Warren, MI 48088","$79,900",2,1,900sqft
"6954 Pebblecreek Woods Dr, West Bloomfield, MI 48322","$294,500",3,2.5,"2,487sqft"
"817 E Barrington Cir Unit 18, Jackson, MI 49203","$379,900",3,3,"2,730sqft"
"1101 Sharon St, Westland, MI 48186","$159,900",3,1,931sqft
"27509 Lasslett St, Roseville, MI 48066","$116,000",2,1,720sqft
"1230 South Shore Dr, Portage, MI 49002","$349,900",2,1,989sqft
"815 Cleveland St, Saginaw, MI 48602","$37,500",1,1,696sqft
"1997 Klingensmith Rd Units 5 & 55, Bloomfield Hills, MI 48302","$175,000",2,2,"1,212sqft"
"1650 Derbyshire St SE, Grand Rapids, MI 49508","$319,900",4,2,"2,344sqft"
"9126 Birkhill Dr, Sterling Heights, MI 48314","$295,000",3,1.5,"1,240sqft"
"7252 Angell Rd, Williamsburg, MI 49690","$499,000",3,2,"1,680sqft"
"Westridge Estates of Canton 50009 Tahoe Way, Canton, MI 48187","From$858,995",4,3.5,"3,554sqft"
"5919 Glencroft Ct, Caledonia, MI 49316","$509,900",3,2.5,"2,811sqft"
"Hamlet Pointe 50617 Scarborough Rd, Canton, MI 48188","From$661,995",4,2.5,"2,728sqft"
"Hamlet Pointe 50617 Scarborough Rd, Canton, MI 48188","From$668,995",4,2.5,"3,124sqft"
"5844 Crossmoor St, Caledonia, MI 49316","$364,900",4,2.5,"1,750sqft"
"Hamlet Pointe 50617 Scarborough Rd, Canton, MI 48188","From$711,995",4,2.5,"3,180sqft"
"Westridge Estates of Canton 50009 Tahoe Way, Canton, MI 48187","From$764,995",4,2.5,"2,723sqft"
"7379 Graymoor St SE, Caledonia, MI 49316","$464,900",4,2.5,"2,034sqft"
"Hamlet Pointe 50617 Scarborough Rd, Canton, MI 48188","From$673,995",3,3,"2,780sqft"
"Westridge Estates of Canton 50009 Tahoe Way, Canton, MI 48187","From$817,995",4,2.5,"2,735sqft"
"871 Crosby St NW, Grand Rapids, MI 49504","$49,900",2,1,800sqft
"634 E Clay St, Schoolcraft, MI 49087","$189,900",3,1.5,"2,322sqft"
"2529 Elmhurst St, Detroit, MI 48206","$45,000",8,4,"3,780sqft"
"4245 W Jolly Rd Lot 65, Lansing, MI 48911","$32,995",3,2,"1,352sqft"
"49893 Deer Run Dr, Shelby Township, MI 48315","$79,900",3,2,"1,568sqft"
"6416 Prince Blvd, Fenton, MI 48430","$135,995",3,2,"1,680sqft"
"10207 Clark Rd, Davison, MI 48423","$220,000",3,1,"1,984sqft"
"15910 Marlowe St, Detroit, MI 48227","$29,500",3,1,896sqft
"215 E Center St, Belding, MI 48809","$140,000",3,2,"1,340sqft"
"6481 Prince Blvd, Fenton, MI 48430","$138,995",3,2,"1,568sqft"
"11396 Nagel St, Hamtramck, MI 48212","$70,000",2,1,"1,184sqft"
"16117 Ziegler St, Taylor, MI 48180","$84,900",3,1,"1,001sqft"
"6517 Barrie Cir, Brighton, MI 48114","$70,000",3,2,"1,768sqft"
"42 Marlene Ct, White Lake, MI 48386","$29,995",3,2,924sqft
"17690 Reed St, Melvindale, MI 48122","$135,000",3,1,924sqft
"30404 Margo Dr, New Haven, MI 48048","$269,900",3,2.5,"1,500sqft"
"1000 McVey St, Mount Pleasant, MI 48858","$189,000",4,2,"1,485sqft"
"5065 New Orleans St NE, Rockford, MI 49341","$264,900",5,2,"1,824sqft"
"8922 Van Gordon St, White Lake, MI 48386","$275,000",3,1,"1,146sqft"
"1447 S Carlson St, Westland, MI 48186","$135,000",3,1,960sqft
"29138 W Wellington Rd Apt 85, Southfield, MI 48034","$151,911",2,1.5,"1,554sqft"
"48337 Lamplighter Trl, Macomb, MI 48044","$430,000",3,2.5,"2,134sqft"
"6776 Devonshire Dr, Canton, MI 48187","$425,000",3,2.5,"1,718sqft"
"Park Creek 47615 Fowler Creek Drive, Canton Township, MI 48188","From$393,900",3,2,"1,799sqft"
"Park Creek 47615 Fowler Creek Drive, Canton Township, MI 48188","From$372,900",3,2,"1,523sqft"
"Park Creek 47615 Fowler Creek Drive, Canton Township, MI 48188","From$405,900",4,2.5,"2,315sqft"
"15487 Greydale St, Detroit, MI 48223","$30,000",2,1,"1,482sqft"
"7887 Slattery Rd, Brown City, MI 48416","$249,900",5,2,"2,552sqft"
"514 Catherman Ave, Benton Harbor, MI 49022","$68,000",3,1,No display data
"407 Frazier St, River Rouge, MI 48218","$80,000",3,1,"1,021sqft"
"506 N Mercer St, Durand, MI 48429","$85,000",3,1,"1,313sqft"
"708 Custer St, Monroe, MI 48161","$125,000",2,1,782sqft
"3717 Craig Dr, Flint, MI 48506","$112,000",3,1,"1,014sqft"
"25840 Pine View Ave, Warren, MI 48091","$175,000",3,1,893sqft
"13145 Catalpa St, Southgate, MI 48195","$199,000",3,3,"1,551sqft"
"6826 Bratcher St, Portage, MI 49024","$250,000",4,3,"2,692sqft"
"8208 24 Mile Rd Unit E, Shelby Township, MI 48316","$97,500",2,1,950sqft
"Manchester Meadows Baker Street, Manchester, MI 48158","From$308,755",3,2.5,"2,276sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$347,580",3,2.5,"2,246sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$334,890",3,2.5,"2,075sqft"
"6452 Lanman Dr, Waterford, MI 48329","$224,900",3,1.5,"1,300sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$340,375",3,2.5,"2,121sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$378,110",4,2.5,"2,735sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$324,590",3,2.5,"1,870sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$355,735",3,2.5,"2,393sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$319,390",3,2.5,"1,682sqft"
"14350 Eddy Lake Rd, Fenton, MI 48430","$600,000",4,2.5,"3,283sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$341,315",3,2.5,"1,805sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$287,550",4,2.5,"1,830sqft"
"30475 W 14 Mile Rd Apt 80, Farmington Hills, MI 48334","$89,900",1,1,784sqft
"Manchester Meadows Baker Street, Manchester, MI 48158","From$290,400",4,2.5,"1,822sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$297,370",4,2.5,"2,022sqft"
"Manchester Meadows Baker Street, Manchester, MI 48158","From$297,830",3,2,"1,603sqft"
"Stillwater Stillwater Dr., Davison, MI 48423","From$313,255",3,2.5,"2,246sqft"
"4262 15 Mile Rd, Sterling Heights, MI 48310","$135,000",2,1.5,"1,088sqft"
"Stillwater Stillwater Dr., Davison, MI 48423","From$296,445",3,2.5,"2,075sqft"
"Stillwater Stillwater Dr., Davison, MI 48423","From$321,230",3,2.5,"2,393sqft"
"Thomas Farms 1282 W Clark Road, Dewitt, MI 48820","From$493,764",5,3.5,"2,681sqft"
"15582 Waters Edge Dr, Traverse City, MI 49686","$3,700,000",4,4.5,"3,700sqft"
"Thomas Farms 1282 W Clark Road, Dewitt, MI 48820","From$391,764",4,2.5,"1,931sqft"
"Trumpeter Bay 2 Cygnet Lake Drive North, Benton Harbor, MI 49022","From$386,900",4,2.5,"2,735sqft"
"Stillwater Stillwater Dr., Davison, MI 48423","From$306,445",3,2.5,"2,121sqft"
"The Oaks 1084 River Oaks Drive, Dewitt, MI 48820","From$373,650",3,2.5,"2,393sqft"
"Stillwater Stillwater Dr., Davison, MI 48423","From$284,295",3,2.5,"1,870sqft"
"29010 Wintergreen, Farmington Hills, MI 48331","$959,000",4,3.5,"3,500sqft"
"7914 Smith Rd, Berrien Center, MI 49102","$195,000",3,3,"2,182sqft"
"459 N Perry St, Barryton, MI 49305","$90,000",3,1.5,"1,420sqft"
"1781 S Farley Rd, Munger, MI 48747","$289,900",4,2.5,"2,865sqft"
"2220 E Court St, Flint, MI 48503","$160,000",6,2.5,"2,869sqft"
"90590 County Road 215, Decatur, MI 49045","$375,000",4,3.5,"3,208sqft"
"1016 N Monroe St, Monroe, MI 48162","$164,900",3,2.5,"1,400sqft"
"57544 Kline St, Colon, MI 49040","$340,000",3,2.5,"2,900sqft"
"1933 Laurel Oak Dr, Flint, MI 48507","$104,900",3,1.5,"1,760sqft"
"9251 Sorrento St, Detroit, MI 48228","$58,000",3,1,"1,070sqft"
"16567 Patton St, Detroit, MI 48219","$52,900",3,2.5,"1,000sqft"
"2611 Hollywood St, Dearborn, MI 48124","$120,000",3,1,"1,236sqft"
"9181 Hillcrest Rd, Whitmore Lake, MI 48189","$210,000",3,1,"1,210sqft"
"5111 Maryland St, Detroit, MI 48224","$45,000",4,1,"1,102sqft"
"13659 Gander Ave, Warren, MI 48088","$144,900",3,1,"1,000sqft"
"9929 Allen Pointe Dr, Allen Park, MI 48101","$79,900",2,1.5,796sqft
"789 Menominee Rd, Pontiac, MI 48341","$129,900",3,1.5,"1,055sqft"
"1502 Chapin St, Jackson, MI 49203","$49,900",3,2,"1,314sqft"
"995 N Ortonville Rd, Ortonville, MI 48462","$239,900",3,1,"1,099sqft"
"5465 Edgewood St, Dearborn Heights, MI 48125","$149,900",3,1,"1,140sqft"
"5046 Owen Rd, Linden, MI 48451","$289,900",4,3,"1,476sqft"
"624 Maple St, Wyandotte, MI 48192","$185,000",3,2,"1,238sqft"
"24261 Evergreen Rd, Southfield, MI 48075","$105,000",2,1,"1,083sqft"
"1225 Holiday Ln, Portage, MI 49024","$525,000",5,4.5,"4,538sqft"
"1124 Mayberry Dr, Troy, MI 48085","$320,000",3,1.5,"1,988sqft"
"8702 Chalmers Ave, Warren, MI 48089","$134,900",3,1,888sqft
"1600 Wyandotte Ave, Royal Oak, MI 48067","$224,000",3,1,"1,016sqft"
"114 W Shepherd St, Charlotte, MI 48813","$134,900",3,1,"1,130sqft"
"26741 Holly Hill Dr, Farmington Hills, MI 48334","$575,000",4,2.5,"3,282sqft"
"3911 Fox Crossing Dr, Saint Joseph, MI 49085","$559,500",4,3.5,"3,174sqft"
"35209 Weideman St, Clinton Township, MI 48035","$172,900",3,1,"1,075sqft"
"55838 Worlington Ln, South Lyon, MI 48178","$532,650",4,2.5,"2,625sqft"
"1705 N Rosevere Ave, Dearborn, MI 48128","$289,000",3,2,"1,588sqft"
"12360 Myles Ct, Sterling Heights, MI 48313","$249,999",4,2,"1,780sqft"
"25280 Parsons Dr, Southfield, MI 48075","$298,888",4,3.5,"2,426sqft"
"29239 Barton St, Garden City, MI 48135","$185,000",3,1,995sqft
"23703 Stonehenge Blvd, Novi, MI 48375","$145,000",2,1,970sqft
"15582 Waters Edge Dr, Traverse City, MI 49686","$3,700,000",4,4.5,"3,700sqft"
"4310 Cypress Dr, Troy, MI 48085","$315,000",3,2,"1,525sqft"
"304 S Ferry St Unit 2, Ludington, MI 49431","$245,000",1,1,587sqft
"1092 Riverstone Cir, Milford, MI 48381","$535,000",5,3.5,"2,216sqft"
"6194 Woodridge Ln, Grand Blanc, MI 48439","$429,900",4,3.5,"3,185sqft"
"4504 Oak St, Grand Blanc, MI 48439","$339,900",3,2.5,"1,800sqft"
"1355 River Rd, Germfask, MI 49836","$159,900",3,3,"1,680sqft"
"4738 S 21 Rd, Boon, MI 49618","$109,900",3,1.5,"1,056sqft"
"11619 King Rd, Concord, MI 49237","$240,000",4,3,"3,051sqft"
"14725 Banfield Rd, Battle Creek, MI 49017","$44,500",2,1.5,903sqft
"4593 Seeger St, Cass City, MI 48726","$134,900",3,1.5,"2,139sqft"
"70 Main St, Kinde, MI 48445","$29,000",2,1,780sqft
"15053 Nichols Rd, Bath, MI 48808","$189,900",3,2,"1,550sqft"
"4899 Mikes Dr, Caseville, MI 48725","$99,000",3,2,"1,120sqft"
"311 N State St, Ionia, MI 48846","$119,900",2,1,958sqft
"15724 Culver Dr, East Lansing, MI 48823","$155,000",2,1,840sqft
"6233 Marscot Dr, Lansing, MI 48911","$165,000",4,1.5,"1,432sqft"
"6630 Barton St, Detroit, MI 48210","$69,900",3,1,828sqft
"2837 Elmwood St, Ann Arbor, MI 48104","$225,000",3,1,"1,340sqft"
"15074 Sorrento St, Detroit, MI 48227","$77,000",3,1,"1,290sqft"
"1317 Vermont Ave, Lansing, MI 48906","$89,900",3,1,910sqft
"8937 Denne St, Livonia, MI 48150","$221,900",3,1.5,"2,256sqft"
"8900 Littlefield St, Detroit, MI 48228","$99,900",3,1.5,"1,376sqft"
"48713 Chelmsford Ct, Chesterfield Township, MI 48047","$209,000",2,2,"1,800sqft"
"6200 Purdy Dr, Battle Creek, MI 49017","$235,000",3,2,"1,734sqft"
"11726 Beaconsfield St, Detroit, MI 48224","$53,000",3,1,978sqft
"5917 Troyes Rd, East Lansing, MI 48823","$309,900",3,2,"1,426sqft"
"567 W Vienna Rd, Temperance, MI 48182","$449,900",4,2.5,"2,195sqft"
Oakridge Estates ,"From$284,900",3,2.5,"1,695sqft"
Oakridge Estates ,"From$294,900",3,2,"1,728sqft"
"31055 Marilyn Dr, Warren, MI 48093","$249,900",4,1.5,"1,256sqft"
"2864 Goodrich St, Ferndale, MI 48220","$214,900",3,1.5,"1,102sqft"
Pheasant Hollow ,"From$282,400",3,2.5,"1,626sqft"
Pheasant Hollow ,"From$286,400",3,2.5,"1,683sqft"
Pheasant Hollow ,"From$328,400",3,2,"1,600sqft"
Oakridge Estates ,"From$263,900",3,2.5,"1,488sqft"
"5000 Town Ctr Ste 907, Southfield, MI 48075","$142,888",1,1,849sqft
Pheasant Hollow ,"From$296,400",3,2.5,"1,850sqft"
Oakridge Estates ,"From$291,900",3,2.5,"1,759sqft"
Pheasant Hollow ,"From$336,400",4,2.5,"2,176sqft"
Pheasant Hollow ,"From$320,400",4,2.5,"2,080sqft"
"42624 Gateway Dr Unit 62, Plymouth, MI 48170","$485,100",3,2.5,"2,310sqft"
Pheasant Hollow ,"From$355,400",3,2,"1,800sqft"
"42576 Gateway Dr Unit 58, Plymouth, MI 48170","$485,109",3,2.5,"2,310sqft"
"42612 Gateway Dr Unit 61, Plymouth, MI 48170","$461,791",3,2.5,"2,270sqft"
"42588 Gateway Dr Unit 59, Plymouth, MI 48170","$462,791",3,2.5,"2,270sqft"
"42600 Gateway Dr Unit 60, Plymouth, MI 48170","$464,616",3,2.5,"2,270sqft"
"3093 N Spurway Dr Unit 122, Ann Arbor, MI 48105","$871,995",3,2.5,"2,662sqft"
"18185 S River Rd, Three Rivers, MI 49093","$99,000",4,2,"1,952sqft"
"3010 N Sandusky Rd, Sandusky, MI 48471","$164,900",3,1.5,"1,100sqft"
"7326 S M 52, Owosso, MI 48867","$179,900",3,1.5,"1,580sqft"
"20 Leitch Dr, Battle Creek, MI 49015","$239,000",3,2.5,"2,048sqft"
"111 Riverside Dr, Beaverton, MI 48612","$69,900",3,1,"1,076sqft"
"4378 Courville St, Detroit, MI 48224","$98,900",3,1,"1,500sqft"
"2055 S Meridian Rd, Midland, MI 48640","$160,000",3,1,"1,212sqft"
"1582 N Saginaw St, Lapeer, MI 48446","$309,900",3,3,"2,000sqft"
"4155 Hagar Shore Rd, Coloma, MI 49038","$339,900",3,3.5,"3,185sqft"
"4740 Foxcroft Dr, Bay City, MI 48706","$250,000",3,2,"2,000sqft"
"4706 Audubon Rd, Detroit, MI 48224","$184,900",4,1.5+,"2,070sqft"
"8900 E Jefferson Ave Apt 131, Detroit, MI 48214","$55,000",1,1,628sqft
"727 Loomis St, Jackson, MI 49202","$95,000",3,1,"1,221sqft"
"726 E Evelyn Ave, Hazel Park, MI 48030","$99,000",3,1.5,906sqft
"21318 Beechwood Ave, Eastpointe, MI 48021","$119,900",3,1,"1,155sqft"
"1601 Huntshire Dr, Holt, MI 48842","$174,900",3,2,"1,179sqft"
"216 N State St Apt 20, Howell, MI 48843","$279,900",3,3.5,"2,720sqft"
"303 Clinton St, Romeo, MI 48065","$340,000",3,1,"1,900sqft"
"14725 Dixon Rd, Dundee, MI 48131","$749,900",5,2.5,"3,976sqft"
"19254 Keystone St, Detroit, MI 48234","$45,000",2,1,"1,094sqft"
"1837 Ruddiman Dr, North Muskegon, MI 49445","$300,000",3,3,"2,150sqft"
