Address,Price,Beds,Baths,Sizes
"34 Regal Ct, Zeeland, MI 49464","$525,000",3,3.5+,"3,516sqft"
"1786 S Bates St, Birmingham, MI 48009","$1,199,000",4,4.5,"3,370sqft"
"1530 Wilson Rd Unit 40, Norton Shores, MI 49456","$544,867",2,1.5,"1,452sqft"
"7041 S Old Highway 27, Gaylord, MI 49735","$199,000",3,2,"1,536sqft"
"314 S Main St, Almont, MI 48003","$139,900",3,1.5,"1,700sqft"
"113 Marinello Rd, Iron River, MI 49935","$219,900",3,2,"1,872sqft"
"5055 Jackson Rd, Flint, MI 48506","$59,895",2,1,708sqft
"8175 Harding, Center Line, MI 48015","$144,900",4,2.5,"1,287sqft"
"1108 E Pearl Ave, Hazel Park, MI 48030","$150,000",2,1,"1,130sqft"
"13386 Timberlane Dr, Ellsworth, MI 49729","$239,500",2,1.5,"1,316sqft"
"3674 Lincoln Rd, Hamilton, MI 49419","$199,000",4,1,"1,430sqft"
"66294 Dolans Ave, Vandalia, MI 49095","$150,000",1,1,800sqft
"6321 Maple St, Levering, MI 49755","$141,000",2,1,"1,540sqft"
"15800 Tacoma St, Detroit, MI 48205","$49,900",3,1,"1,018sqft"
"26059 Oakland St, Roseville, MI 48066","$84,999",4,1,"1,216sqft"
"62 N Amy School Rd, Pierson, MI 49339","$229,900",3,1,"1,600sqft"
"129 John St, Saginaw, MI 48602","$79,900",3,1,"1,181sqft"
"12063 Kirby Ln, South Lyon, MI 48178","$149,900",1,1,848sqft
"9971 Oak Grove Rd, Howell, MI 48855","$215,000",3,1,912sqft
"6162 Mitchell Rd, Palmyra, MI 49268","$59,900",2,1,980sqft
"426 N Monroe St, Lowell, MI 49331","$220,000",3,1,"1,136sqft"
"2566 N Ashwood Pass, Midland, MI 48642","$465,000",3,3.5,"2,800sqft"
"20534 Tracey St, Detroit, MI 48235","$139,000",3,1,"1,196sqft"
"2903-09 Helen St, Detroit, MI 48207","$110,000",6,2,"2,784sqft"
"3475 Bloomcrest Dr, Bloomfield Hills, MI 48304","$749,900",5,3.5,"3,100sqft"
"26509 Eton Ave, Dearborn Heights, MI 48125","$119,900",2,1,700sqft
"4170 Chasseral Dr NW, Comstock Park, MI 49321","$199,900",2,1,960sqft
"2141 Hubbard St, Detroit, MI 48209","$69,900",2,1,913sqft
"16975 Lincoln St, Grand Haven, MI 49417","$450,000",5,2.5,"2,567sqft"
"1462 W Addison Way, Muskegon, MI 49445","$371,000",2,2,"1,420sqft"
"5191 N Benson Rd, Fountain, MI 49410","$885,000",4,3.5,"2,451sqft"
"1460 W Addison Way, Muskegon, MI 49445","$369,000",2,2,"1,420sqft"
"1147 E Kalama Ave, Madison Heights, MI 48071","$164,900",3,1,"1,092sqft"
"3028 Andre St, Keego Harbor, MI 48320","$229,000",3,2,"1,128sqft"
"295 Alfred St, Detroit, MI 48201","$1,199,900",3,2.5,"2,000sqft"
"110 15th St, Prudenville, MI 48651","$160,000",4,2,"3,076sqft"
"1612 Whittier Rd, Ypsilanti, MI 48197","$249,900",3,1.5,"1,267sqft"
"1170 Vermont Dr, Troy, MI 48083","$234,900",3,1,912sqft
"8393 Boulder Shores Dr, South Lyon, MI 48178","$1,850,000",4,4.5,"5,422sqft"
"7225 American St, Detroit, MI 48210","$320,000",8,4,"3,348sqft"
"630 S Garfield Ave Unit 114, Traverse City, MI 49686","$340,000",2,2,897sqft
"252 Pearl St NW Unit 7D, Grand Rapids, MI 49503","$649,900",2,2,"2,100sqft"
"916 Longfellow Ave, Royal Oak, MI 48067","$319,000",2,2,997sqft
"630 S Garfield Ave Unit 311, Traverse City, MI 49686","$255,000",1,1,604sqft
"794 N M 65, Whittemore, MI 48770","$149,900",3,1,"1,505sqft"
"10268 Anger Rd, Harrison, MI 48625","$169,900",3,2,"1,664sqft"
"5171 Lake Ridge Dr, Prescott, MI 48756","$60,000",3,1,"1,200sqft"
"2595 W Union Rd, Midland, MI 48642","$183,000",3,1.5,"1,592sqft"
"5025 Boyne City Rd, Boyne City, MI 49712","$275,000",3,2,"2,472sqft"
"1202 Jerome St, Midland, MI 48640","$179,900",5,1.5,"1,170sqft"
"1142 N Jenison Ave, Lansing, MI 48915","$120,000",2,1,825sqft
"4234 Beach St, Ecorse, MI 48229","$150,000",10,4,"3,330sqft"
"160 Hunters Ridge Dr, Cadillac, MI 49601","$464,900",5,3.5,"4,044sqft"
"5882 Lakeview St, Newport, MI 48166","$99,900",2,1,864sqft
"3160 Jackson Rd, Kingsley, MI 49649","$139,900",4,1.5,"1,536sqft"
"108 Loon Lake Loop Rd, Rose City, MI 48654","$114,900",3,1.5,720sqft
"474 Falcon Rd, Jackson, MI 49202","$169,000",3,2,"1,656sqft"
"3236 Ruckle St, Saginaw, MI 48601","$20,000",2,1,899sqft
"315 Lasalle Rd, Monroe, MI 48162","$214,900",3,1.5,"1,040sqft"
"710 S Clinton St, Albion, MI 49224","$109,000",3,1,"1,280sqft"
"85 Fairfield Dr, Coldwater, MI 49036","$629,900",5,6,"5,304sqft"
"601 W North St, Kalamazoo, MI 49007","$54,020",4,2,"3,232sqft"
"18937 Appoline St, Detroit, MI 48235","$159,000",3,2,"1,404sqft"
"2710 High Winds Ln, Oakland, MI 48363","$600,000",4,3.5,"3,070sqft"
"1380 Terrace Ave, Adrian, MI 49221","$124,900",2,1,"1,014sqft"
"2988 Sheridan Cir, Jackson, MI 49201","$452,334",4,3.5,"2,625sqft"
"6596 Corral Ct, West Bloomfield, MI 48324","$449,999",4,2.5,"2,497sqft"
"509 Cottage St, Sturgis, MI 49091","$129,900",2,1,957sqft
"545 Middle St, Newaygo, MI 49337","$234,900",3,2,"1,502sqft"
"1216 W Marshall St, Ferndale, MI 48220","$228,500",3,2,"1,000sqft"
"5420 Union St, Lexington, MI 48450","$375,000",3,2,"1,558sqft"
"9572 Wheatgrass Ln, Van Buren Township, MI 48111","$167,000",2,2,"1,268sqft"
"11630 McDougall St, Hamtramck, MI 48212","$159,000",3,1,"1,200sqft"
"1419 N Alexander Ave, Royal Oak, MI 48067","$350,000",3,2,"1,186sqft"
"6076 Longhorn Trl, Stevensville, MI 49127","$499,900",4,2.5,"2,735sqft"
"16021 Terrace Village Dr, Taylor, MI 48180","$75,000",2,1.5,"1,000sqft"
"3942 Magnolia Pkwy, Jackson, MI 49201","$384,570",3,2.5,"1,913sqft"
"8327 Donna St, Westland, MI 48185","$249,900",3,1.5,"1,465sqft"
"1910 Royal Birkdale Dr, Oxford, MI 48371","$738,418",3,2.5,"2,505sqft"
"1127 Chesham Ln, Grand Ledge, MI 48837","$349,900",4,2.5,"1,833sqft"
"166 Mulberry Ln, Rochester Hills, MI 48309","$539,990",2,2,"1,834sqft"
"7307 Brookside Village Ct, Bloomfield Hills, MI 48301","$1,495,000",4,3.5,"3,836sqft"
"5719 Black Oak Dr, Troy, MI 48098","$1,259,000",4,3.5,"3,614sqft"
"217 S Pleasant St, Watervliet, MI 49098","$129,900",3,2,"1,680sqft"
"1280 Sand Beach Rd, Bad Axe, MI 48413","$139,000",3,2,"1,500sqft"
"30332 66th Ave, Lawton, MI 49065","$175,000",3,1.5,"1,595sqft"
"412 Maynard St, Charlotte, MI 48813","$147,500",4,1.5,"1,580sqft"
"6471 Wilkinson Rd, Corunna, MI 48817","$99,900",2,1,912sqft
"3161 Partridge Ct, Lake, MI 48632","$68,500",2,1,750sqft
"2400 Noon Rd, Jackson, MI 49201","$249,900",4,2,"2,400sqft"
"6463 Bluejay Dr, Flint, MI 48506","$197,000",3,1.5,"1,300sqft"
"4979 Park Dr, Watervliet, MI 49098","$245,000",2,2,"1,290sqft"
"2503 S Jefferson St, Bay City, MI 48708","$89,800",2,1.5,808sqft
"8743 Andre, Newport, MI 48166","$69,995",3,2,"1,680sqft"
"19077 Hanna St, Melvindale, MI 48122","$95,000",3,1,816sqft
"5316 Harwood Rd, Ionia, MI 48846","$129,900",2,1,"1,042sqft"
"25306 Harmon St, Saint Clair Shores, MI 48081","$219,900",3,1.5,"1,121sqft"
"3865 Winifred St, Wayne, MI 48184","$139,900",4,2,"1,100sqft"
"4179 Radstock Dr, Dorr, MI 49323","$199,999",3,1,"1,526sqft"
"2691 Kennedy Ct, Hudsonville, MI 49426","$39,995",3,2,"1,056sqft"
"5001 Eisenhower Dr, Hudsonville, MI 49426","$45,000",3,2,"1,216sqft"
"4648 Westgate Ave NW, Comstock Park, MI 49321","$227,500",3,1.5,"1,994sqft"
"219 Briscoe Pl, Jackson, MI 49203","$144,900",3,1,"1,134sqft"
"407 Edge Brook Dr, Holly, MI 48442","$359,999",4,2.5,"2,250sqft"
"2411 Cutler Ave, Muskegon, MI 49441","$163,000",3,2,"1,255sqft"
"2741 E Blackhurst Rd, Midland, MI 48642","$399,000",4,2.5,"2,900sqft"
"14100 Mansfield St, Detroit, MI 48227","$170,000",4,2,"1,625sqft"
"47677 N Shore Dr, Van Buren Township, MI 48111","$1,050,000",3,3.5,"5,920sqft"
"21518 Masonic Blvd, Saint Clair Shores, MI 48082","$139,900",3,1.5,"1,013sqft"
"4503 Rachel Ln, Saint Joseph, MI 49085","$359,000",3,2.5,"2,155sqft"
"756 W Kilgore Rd Apt 104, Kalamazoo, MI 49008","$79,995",1,1,761sqft
"385 Central Ave, Pontiac, MI 48341","$120,000",3,2,"1,077sqft"
"5661 Leisure South Dr SE Unit 13, Kentwood, MI 49548","$152,500",2,2,"1,296sqft"
"406 Parkland Ct, Rochester Hills, MI 48307","$384,900",3,2.5,"2,125sqft"
"11267 Jackson St, Taylor, MI 48180","$130,000",3,1,"1,000sqft"
"144 Summit St, Pontiac, MI 48342","$210,000",5,3,"2,354sqft"
"48120 Cardinal St, Utica, MI 48317","$239,900",3,1,961sqft
"12167 Scenic Vly, Davisburg, MI 48350","$850,000",5,3.5,"3,374sqft"
"498 South Blvd W, Rochester Hills, MI 48307","$699,000",4,2.5,"2,250sqft"
"405 Everett Dr, Lansing, MI 48915","$99,900",3,2.5,"3,608sqft"
"2522 Cumberland St, Saginaw, MI 48601","$44,900",4,1,950sqft
"6561 N Adrian Hwy, Tecumseh, MI 49286","$129,000",2,1,978sqft
"3308 Hillary Crk, Burton, MI 48519","$35,995",3,2,"1,568sqft"
"5033 Valentine Ln, Muskegon, MI 49442","$39,995",3,2,"1,056sqft"
"4143 Elm Brk, Burton, MI 48519","$42,995",3,2,"1,456sqft"
"624 Chatham Cir, Jonesville, MI 49250","$185,500",3,2,"2,347sqft"
"41021 Old Michigan Ave Trlr 82, Canton, MI 48188","$32,995",3,2,"1,120sqft"
"28894 Cherrywood, Flat Rock, MI 48134","$42,995",4,2,"1,680sqft"
"3221-3223 Studor Rd, Saginaw, MI 48601","$99,900",4,2,"1,687sqft"
"168 N Lafayette Blvd, Warren, MI 48091","$41,995",2,1,784sqft
"814 Cypress Dr, Davison, MI 48423","$154,900",3,1,"1,530sqft"
"224 Broad St, Michigan Center, MI 49254","$140,000",4,1,"1,986sqft"
"127 S Harrison St, New Buffalo, MI 49117","$290,000",3,1.5,"2,268sqft"
"59 Centerbrook St SE, Grand Rapids, MI 49548","$61,995",3,2,"1,456sqft"
"1895 Birch St, Newport, MI 48166","$70,995",3,2,"1,680sqft"
"161 Centerbrook St SE, Grand Rapids, MI 49548","$40,995",2,1,728sqft
"3611 Butternut Dr Lot 221, Holland, MI 49424","$29,995",2,2,980sqft
"1950 Kemmer Rd, Manistee, MI 49660","$254,900",3,2,"1,700sqft"
"10966 W Grand River Ave, Lowell, MI 49331","$300,000",4,2.5,"2,180sqft"
"235 Blanch Manor St, White Lake, MI 48386","$85,995",3,2,"1,248sqft"
"402 S Roessler St, Monroe, MI 48161","$142,000",3,1,"1,354sqft"
"4742 Flying Eagle Dr SE, Kentwood, MI 49548","$209,900",3,2,"1,772sqft"
"41211 Annapolis Cir N, Canton, MI 48188","$99,995",3,2,"1,188sqft"
"8603 Gidget Ct, Newport, MI 48166","$63,995",2,2,960sqft
"123 Swift Dr, Prudenville, MI 48651","$124,900",2,1.5,"1,224sqft"
"123 Swift Deer Trl, Prudenville, MI 48651","$124,900",2,1.5,"1,224sqft"
"532 N Monroe St, Monroe, MI 48162","$179,900",3,2,"1,386sqft"
"306 E Main St, Fremont, MI 49412","$399,000",6,5.5,"3,919sqft"
"1101 N Eaton St, Albion, MI 49224","$75,000",3,2,"2,400sqft"
"405 W 5th St, Evart, MI 49631","$114,900",6,3,"2,382sqft"
"1008 E North St, Lansing, MI 48906","$64,900",2,1.5,800sqft
"1119 Knight Ave, Flint, MI 48503","$63,000",2,1,"1,008sqft"
"7926 Jakes Run, Petoskey, MI 49770","$242,000",3,2,"1,560sqft"
"84 Dwight Ave, Pontiac, MI 48341","$105,000",3,2,"1,694sqft"
"3654 Mount Blanc St NW, Grand Rapids, MI 49544","$42,995",3,2,"1,056sqft"
"4980 Opal St Unit 231, Grosse Pointe, MI 48236","$25,000",2,1,950sqft
"322 N Dwight St, Jackson, MI 49202","$124,900",3,2,"1,148sqft"
"7731 White Birch Dr, Farwell, MI 48622","$172,000",2,1,"1,056sqft"
"462N State Highway M149, Cooks, MI 49817","$159,900",3,1.5,"1,684sqft"
"3285 Kelsey Hwy, Ionia, MI 48846","$314,900",3,1.5,"2,160sqft"
"1106 W Main St, Owosso, MI 48867","$84,000",3,1.5,"1,324sqft"
"25390 Pinehurst St, Roseville, MI 48066","$199,900",5,2,"2,368sqft"
"2738 Hasen Dr, Lambertville, MI 48144","$103,899",2,1,"1,000sqft"
"20164 Omira St, Highland Park, MI 48203","$38,000",4,1,"1,134sqft"
"673 Lake Dr, Coldwater, MI 49036","$799,000",3,2.5,"2,429sqft"
"7700 W Chadwick Rd, DeWitt, MI 48820","$270,000",4,3,"2,646sqft"
"2706 Fleetwood Dr, Portage, MI 49024","$240,000",3,1.5,"1,950sqft"
"111 N Main St Unit 21, Royal Oak, MI 48067","$324,999",2,2,"1,081sqft"
"001 Perry Lake Rd, Ortonville, MI 48462","$457,375",3,2.5,"2,000sqft"
"15915 Elm Ct, Romulus, MI 48174","$169,900",3,1,"1,172sqft"
"855 Mildred Ave, Temperance, MI 48182","$239,900",5,2,"1,948sqft"
"15701 Middlebelt Rd, Romulus, MI 48174","$399,700",3,2,"1,738sqft"
"5021 Paula Ave, Clarkston, MI 48346","$349,900",3,2.5,"1,834sqft"
"1470 W Addison Way, Muskegon, MI 49445","$389,000",2,2,"1,545sqft"
"1380 Morris Ave, Lincoln Park, MI 48146","$129,900",3,1,"1,300sqft"
"524 W Houstonia Ave, Royal Oak, MI 48073","$425,000",4,3,"1,610sqft"
"801 S Fourth St, Harrisville, MI 48740","$124,000",3,1.5+,"1,456sqft"
"413 Apricot Ave, Prudenville, MI 48651","$110,000",3,1,960sqft
"9054 Maplewood Dr, White Lake, MI 48386","$169,000",2,1,"1,022sqft"
"291 N Melita Rd, Sterling, MI 48659","$110,000",4,1,"1,244sqft"
"6296 Tecumseh Ave, Oscoda, MI 48750","$171,000",3,3,"1,800sqft"
"153 S 4th St, Freeland, MI 48623","$164,900",3,1.5,"1,568sqft"
"2295 Austin St, Muskegon, MI 49444","$64,900",2,1,672sqft
"1110 Ford Ave, Alpena, MI 49707","$67,900",4,1,"2,410sqft"
"316 S Walnut St, Kalkaska, MI 49646","$249,900",4,2.5,"2,776sqft"
"12140 Halifax Dr, Canadian Lakes, MI 49346","$169,900",3,2,"1,137sqft"
"3493 S Elms Rd, Swartz Creek, MI 48473","$205,600",3,1.5,"1,934sqft"
"3825 Lapham Dr, Harrison, MI 48625","$179,000",4,2,"1,768sqft"
"10095 Fairlane Dr, South Lyon, MI 48178","$285,000",2,2,"1,069sqft"
"106 S Chestnut St, Bloomingdale, MI 49026","$95,000",2,1,720sqft
"9193 Appoline St, Detroit, MI 48228","$29,900",3,1,"1,444sqft"
"29913 Avondale St, Inkster, MI 48141","$99,000",3,1,"1,007sqft"
"1524 Schuster Ave, Kalamazoo, MI 49001","$89,900",2,1,700sqft
"827 SE Monroe W, Ypsilanti, MI 48197","$114,900",3,1,971sqft
"1241 Nokomis Dr, Gladwin, MI 48624","$214,900",2,1,900sqft
"926 N Porter St, Saginaw, MI 48602","$69,900",4,2,"1,994sqft"
"21927 Elizabeth St, Saint Clair Shores, MI 48080","$137,500",3,1,"1,168sqft"
"2123 Bellechasse Dr, Davison, MI 48423","$245,000",3,2,"1,502sqft"
"3039 W Lakeside Dr, West Branch, MI 48661","$269,900",3,1.5,"1,424sqft"
"6530 Paw Paw Ave, Coloma, MI 49038","$720,000",6,4,"4,833sqft"
"2504 Woodward Ave # 15, Detroit, MI 48201","$420,000",2,2,"2,157sqft"
"22700 Garrison St Apt 302, Dearborn, MI 48124","$105,000",2,1,"1,069sqft"
"5555 Marsh Rd, Haslett, MI 48840","$274,900",3,3,"1,965sqft"
"802 Tanager Trl, Howell, MI 48843","$355,900",4,2,"2,316sqft"
"39676 Muirfield Ln, Northville, MI 48168","$404,900",2,2,"1,970sqft"
"2202 Parkview Ave, Kalamazoo, MI 49008","$210,000",2,2,"1,449sqft"
"674 Sunrise Park St, Howell, MI 48843","$349,000",3,1,"1,260sqft"
"04467 Lake Shore Dr, Charlevoix, MI 49720","$925,000",3,2.5,"1,860sqft"
"15211 Ludington St, Southgate, MI 48195","$174,900",3,1.5,"1,026sqft"
"2270 Rose Ave, Lincoln Park, MI 48146","$169,900",4,2,"1,440sqft"
"4996 Kenilworth St, Dearborn, MI 48126","$189,900",3,1.5,"1,342sqft"
"5773 Morse Lake Ave SE, Alto, MI 49302","$1,750,000",4,3.5,"5,957sqft"
"C Maple Hill Rd, Traverse City, MI 49686","$359,900",4,2,"1,462sqft"
"902 Hillside Ct, Ypsilanti, MI 48197","$249,900",3,1,"1,261sqft"
"3452 Cicotte St, Detroit, MI 48210","$92,500",4,1,"1,175sqft"
"824 Cliffs Dr Unit 103E, Ypsilanti, MI 48198","$160,000",2,2,"1,028sqft"
"22201 Village Pines Dr, Beverly Hills, MI 48025","$695,000",3,2.5,"2,217sqft"
"5225 Marie Ln, Sterling Heights, MI 48310","$419,790",3,2.5,"2,126sqft"
"3650 E Quick Rd, Lincoln, MI 48742","$65,000",3,1,"1,170sqft"
"6161 W Edgar St, Pellston, MI 49769","$92,500",2,1,"1,596sqft"
"121 N Silver St, Bad Axe, MI 48413","$89,000",3,2,"1,904sqft"
"3404 Court St, Saginaw, MI 48602","$173,000",5,2.5,"3,055sqft"
"5520 Melanie Ln, Oscoda, MI 48750","$149,900",3,2,"1,952sqft"
"3325 Mona St, Muskegon Heights, MI 49444","$79,900",2,1,832sqft
"9116 Bristol Rd, Swartz Creek, MI 48473","$165,900",4,1.5+,"1,750sqft"
"290 Miller Rd, Negaunee, MI 49866","$79,900",3,1,948sqft
"8390 N Webster Rd, Clio, MI 48420","$114,900",3,1,"1,008sqft"
"9460 Arnold Creek Dr, Reed City, MI 49677","$118,500",2,1,970sqft
"5034 Hillcrest St, Grosse Pointe, MI 48236","$159,000",3,1.5,"1,292sqft"
"5369 109th Ave, Pullman, MI 49450","$110,000",2,1,888sqft
"23019 Redwood Dr, Chelsea, MI 48118","$146,995",3,2,"1,680sqft"
"305 Garden Ln, Saginaw, MI 48602","$89,900",2,1,"1,097sqft"
"5146 Monticello Dr, Flint, MI 48473","$169,000",3,1.5,"1,500sqft"
"1959 Catalina Ave, Jackson, MI 49201","$269,900",4,2,"2,374sqft"
"9679 N Nicholson Rd, Fowlerville, MI 48836","$199,900",3,1,"1,144sqft"
"2110 W Courtney Dr, West Branch, MI 48661","$260,000",3,2.5,"1,584sqft"
"164 Cross St, Michigan Center, MI 49254","$115,000",2,1,756sqft
"24454 Stewart Ave, Warren, MI 48089","$123,999",3,1,952sqft
"618 Fall St, Spring Lake, MI 49456","$439,000",4,2.5,"4,000sqft"
"2116 W Kelly Dr, Mount Pleasant, MI 48858","$375,000",3,2.5,"2,850sqft"
"420 Laurie Dr, Flushing, MI 48433","$149,900",3,1,960sqft
"614 Forest St, East Lansing, MI 48823","$249,900",4,1.5,"2,444sqft"
"2230 Elm St, Algonac, MI 48001","$399,900",4,2,"1,917sqft"
"1828 Garfield Ave, Lincoln Park, MI 48146","$113,700",3,1,"1,052sqft"
"3075 Hunters Mdws, Kalamazoo, MI 49048","$361,000",4,2.5,"2,790sqft"
"401 E 4th St, Clare, MI 48617","$99,900",4,3,"2,096sqft"
"7701 25 Mile Rd, Shelby Township, MI 48316","$324,900",3,1,"1,000sqft"
"2951 Seymour Lake Rd Unit 5, Oxford, MI 48371","$78,900",1,1,576sqft
"4826 Elmhurst Ave, Royal Oak, MI 48073","$375,000",4,2,"1,748sqft"
"1567 Pearson St, Ferndale, MI 48220","$264,999",3,2.5,"1,780sqft"
"548 Saint Clair St, Grosse Pointe, MI 48230","$599,548",3,2.5,"2,065sqft"
"2987 Franklin St Unit 13, Detroit, MI 48207","$268,450",1,1,767sqft
"653 Lake Shore Dr, South Haven, MI 49090","$1,400,000",5,5,"3,292sqft"
"864 Plum Park Dr Unit 24, Monroe, MI 48161","$229,000",2,2,"1,264sqft"
"1016 Brooks St, Ann Arbor, MI 48103","$525,000",2,1,730sqft
"878 Plum Park Dr Unit 21, Monroe, MI 48161","$246,000",2,2,"1,345sqft"
"868 Plum Park / Bldg 4 Dr Unit 28, Monroe, MI 48161","$199,000",2,2,"1,110sqft"
"1519 Shipman Blvd, Birmingham, MI 48009","$1,599,000",4,3.5,"5,016sqft"
"845 Plum Village Dr Unit 26, Monroe, MI 48161","$225,000",2,2,940sqft
"7114 Dogwood Rd, Lexington, MI 48450","$43,900",2,1,500sqft
"1424 Riser Dr, Saginaw, MI 48638","$40,000",3,1.5,"1,090sqft"
"4115 Shreve Dr, Bridgeport, MI 48722","$149,900",3,1,"1,008sqft"
"19249 30th Ave, Marion, MI 49665","$79,900",2,1,640sqft
"2767 S Canal St, Ludington, MI 49431","$74,995",3,2,"1,248sqft"
"20813 Walnut Dr, Reed City, MI 49677","$289,900",4,3,"2,670sqft"
"2089 Langham Dr, West Bloomfield, MI 48323","$292,000",2,2.5,"1,816sqft"
"15830 Fruit Ridge Ave NW, Kent City, MI 49330","$389,900",4,3,"2,810sqft"
"8873 Floral St, Livonia, MI 48150","$99,990",3,1,"1,537sqft"
"2901 Arizona Ave, Flint, MI 48506","$55,000",3,1,"1,147sqft"
"Undisclosed, Flint, MI 48505","$64,900",3,1.5,"1,214sqft"
"11963 S Grover Ln, Baldwin, MI 49304","$90,000",1,1,850sqft
"5760 Winkler Mill Rd, Rochester, MI 48306","$3,225,000",6,7.5+,"17,500sqft"
"425 Williams St Unit 45, South Haven, MI 49090","$164,900",1,1,424sqft
"2912 Chippewa Trl, Jackson, MI 49202","$129,900",3,1,"1,360sqft"
"7690 Arrowroot Trl, Gaylord, MI 49735","$249,900",3,2,"2,128sqft"
"1773 N M 37 Hwy, Middleville, MI 49333","$199,900",2,2,936sqft
"607 Oak St, Kalamazoo, MI 49007","$104,900",3,2,890sqft
"613 Beers St, Port Huron, MI 48060","$90,000",2,1.5,972sqft
"8208 Cloverlawn St, Detroit, MI 48204","$90,000",3,1,"1,014sqft"
"24524 Columbus Ave, Warren, MI 48089","$159,900",3,2,906sqft
"4324 Kingston Ln, Jackson, MI 49201","$52,995",3,2,"1,792sqft"
"11659 Klinger St, Hamtramck, MI 48212","$214,900",3,1.5,"1,200sqft"
"95376 Wildwood Dr, Dowagiac, MI 49047","$279,900",1,1,780sqft
"6349 Heyden St, Dearborn Heights, MI 48127","$139,900",3,1,"1,010sqft"
"13700 LA Salle Blvd, Detroit, MI 48238","$350,000",12,6,"7,054sqft"
"4382 Brighton Ct, Jackson, MI 49201","$52,995",3,2,"1,456sqft"
"52210 Gabriella Ln, Macomb, MI 48042","$314,800",2,2,"1,542sqft"
"478 Burns Rd, Kimball, MI 48074","$150,000",3,2,"1,362sqft"
"5943 Village Dr, Haslett, MI 48840","$155,000",2,1,"1,243sqft"
"30526 Manse St, Harrison Township, MI 48045","$419,900",3,2.5,"1,789sqft"
"19382 Woodside St, Harper Woods, MI 48225","$159,000",3,1,"1,008sqft"
"156 Oak Grove Dr, Columbiaville, MI 48421","$118,000",2,1,"1,008sqft"
"458 Woodland Dr, Sandusky, MI 48471","$124,900",2,2,"1,200sqft"
"3134 Michael Ave, Warren, MI 48091","$144,900",3,1,"1,092sqft"
"200 River Place Dr Apt 16, Detroit, MI 48207","$360,000",1,1,"1,070sqft"
"4968 Lake Point Dr, Waterford, MI 48329","$160,000",2,2,"1,282sqft"
"21830 Schroeder Ave, Eastpointe, MI 48021","$142,500",3,1,"1,100sqft"
"1216 Sycamore Dr, Rochester, MI 48307","$349,900",3,2,"1,318sqft"
"1223 Buckingham Rd, Grosse Pointe Park, MI 48230","$675,000",7,3.5+,"4,281sqft"
"980 Serenity Way, Ann Arbor, MI 48103","$699,900",4,3,"2,560sqft"
"1307 Marywood Dr, Royal Oak, MI 48067","$529,999",6,3,"2,500sqft"
"622 S Main St, Reading, MI 49274","$145,000",3,2,"1,814sqft"
"7204 E Grand River Ave Lot 382, Portland, MI 48875","$110,995",4,2,"1,501sqft"
"902 Main St, Norway, MI 49870","$189,000",3,1,"1,690sqft"
"9376 E R Ave, Scotts, MI 49088","$199,900",2,2,"1,400sqft"
"223 Lockwood St, Saginaw, MI 48602","$59,900",2,1,957sqft
"11375 Hartwell St, Detroit, MI 48227","$60,000",3,1.5,"1,415sqft"
"14450 Silverbrook Dr, Grand Haven, MI 49417","$36,995",3,2,"1,152sqft"
"6841 M 65, Hale, MI 48739","$114,900",3,1,"1,140sqft"
"1395 W McMillan Rd, Muskegon, MI 49445","$149,000",2,1,800sqft
"18442 Strathmoor St, Detroit, MI 48235","$95,000",3,1.5,"1,390sqft"
"7796 N Pointe Shores Dr, Alpena, MI 49707","$430,000",3,3,"3,407sqft"
"43565 Colonial Dr, Clinton Township, MI 48036","$52,995",3,2,"1,456sqft"
"7204 E Grand River Ave Lot 252, Portland, MI 48875","$109,995",4,2,"1,568sqft"
"2632 17th Ave, Port Huron, MI 48060","$159,900",3,2,"1,120sqft"
"1081 Howard Dr, Temperance, MI 48182","$190,000",3,2,"1,332sqft"
"4295 Brookmere Dr SE, Kentwood, MI 49512","$72,995",3,2,"1,404sqft"
"3000 Dickerson St, Detroit, MI 48215","$58,000",3,1,"1,221sqft"
"425 S Meade St, Flint, MI 48503","$99,900",3,1,935sqft
"1621 Greenwood Ct, Brooklyn, MI 49230","$169,900",2,1,780sqft
"6433 Sommerset Rd, Lansing, MI 48911","$134,900",3,1,"1,056sqft"
"1714 Egleston Ave, Kalamazoo, MI 49001","$119,900",3,1.5,"1,144sqft"
"2245 Miner Ave, Muskegon, MI 49441","$210,000",4,1.5,"1,720sqft"
"3130 Santos Ave, Kalamazoo, MI 49006","$325,000",4,2.5+,"3,387sqft"
"4643 Hedgewood Dr, Stevensville, MI 49127","$449,000",6,3.5,"3,532sqft"
"218 E Muskegon St, Cedar Springs, MI 49319","$174,000",2,1,980sqft
"604 E Oak St, Saint Johns, MI 48879","$245,000",4,1.5,"1,908sqft"
"6243 W Court St, Flint, MI 48532","$250,000",4,1.5,"1,872sqft"
"1815 68th St SE, Caledonia, MI 49316","$330,000",4,2,"2,578sqft"
"27127 Arden Park Cir, Farmington Hills, MI 48334","$279,900",3,2.5,"1,592sqft"
"3455 Parkwood Dr, DeWitt, MI 48820","$259,000",3,2,"1,788sqft"
"1973 Blandford Ave SW, Wyoming, MI 49519","$174,900",3,1.5,"1,184sqft"
"18128 Winsome, Fraser, MI 48026","$179,000",3,2,"1,221sqft"
"20473 Lancaster St, Harper Woods, MI 48225","$164,900",4,1,"1,400sqft"
"26400 Compson St, Roseville, MI 48066","$135,000",3,1.5,"1,092sqft"
