Address,Price,Beds,Baths,Sizes
"14122 Fairway Oaks, San Antonio, TX 78217","$180,000",4,2,"1,547sqft"
"7539 Brush Wood Dr, Houston, TX 77088","$245,000",4,2,"2,095sqft"
"929 Preston Ln, Dublin, TX 76446","$222,000",3,2,"2,024sqft"
"12270 Wild Pine Dr Unit D, Houston, TX 77039","$110,000",2,2,"1,222sqft"
"110 Bison Trl, Longview, TX 75601","$234,000",3,2,"1,728sqft"
"16210 Jast Dr, Cypress, TX 77429","$300,000",3,2.5,"2,577sqft"
"2316 S Dominique Dr, Pharr, TX 78577","$229,000",3,2.5,"1,903sqft"
"2440 FM 768 N, Rusk, TX 75785","$550,000",6,3,"3,436sqft"
"3124 N Stanton St, El Paso, TX 79902","$225,000",3,2,"1,390sqft"
"2231 Brookeland Meadow Ct, Houston, TX 77489","$275,000",3,2.5,"2,080sqft"
"16718 Weyburn, San Antonio, TX 78248","$400,000",3,2,"2,451sqft"
"6610 Spring Brook St, San Antonio, TX 78249","$249,900",3,2,"1,252sqft"
"10310 Candlewood Dr, Houston, TX 77042","$749,000",4,2,"2,670sqft"
"2206 Villa Rose Dr, Houston, TX 77062","$450,000",4,3.5,"3,131sqft"
"1835 Upland Lks, Houston, TX 77043","$415,000",3,3.5,"2,464sqft"
"1723 Mayflower Dr, Carrollton, TX 75007","$395,000",3,2,"1,848sqft"
"7806 Janak Dr Apt C, Houston, TX 77055","$519,000",3,2.5,"2,590sqft"
"2516 Holly Laurel Mnr, Conroe, TX 77304","$325,000",4,2,"2,067sqft"
"2825 Logan St, Greenville, TX 75401","$216,000",3,2,"1,272sqft"
"1422 Droddy Dr, Port Neches, TX 77651","$330,000",4,2,"2,200sqft"
"1029 Singing Hills Dr, El Paso, TX 79912","$1,360,000",3,4.5,"4,759sqft"
"709 Santa Cecilia St, Donna, TX 78537","$239,900",3,2,"1,656sqft"
"1001 Newberry Dr, Richardson, TX 75080","$476,000",3,2,"1,700sqft"
"532 Chasewood Dr, Grapevine, TX 76051","$426,000",3,2,"1,691sqft"
"3900 Amberwood Dr, Addison, TX 75001","$450,000",3,3.5,"2,467sqft"
"9030 Cornwall Dr, Spring Branch, TX 78070","$650,000",3,2.5,"1,979sqft"
"16250 Barton Creek Ln, Frisco, TX 75068","$699,900",4,3.5,"3,382sqft"
"22636 Malvicino Dr, New Caney, TX 77357","$254,990",4,2,"1,538sqft"
"4312 Rose Quartz Ln, Arlington, TX 76005","$551,407",3,2.5,"2,432sqft"
"4328 Maple Bloom Dr, Arlington, TX 76005","$557,439",3,2.5,"2,336sqft"
"216 Great Lawn Bnd, Liberty Hill, TX 78642","$941,990",5,4.5,"4,003sqft"
"554 Westwood Way Dr, Haslet, TX 76052","$565,012",4,2.5,"3,391sqft"
"932 Egret Ln, Forney, TX 75126","$431,500",4,2.5,"2,438sqft"
"448 Letara Ranch Rd, Haslet, TX 76052","$464,198",5,3,"2,170sqft"
"503 E Washington St, Kosse, TX 76653","$110,000",2,1,"1,318sqft"
"802 Brockman St, Sweeny, TX 77480","$159,500",3,1,"1,375sqft"
"300 Hill Crest Dr, Lakehills, TX 78063","$110,000",3,2,"1,466sqft"
"3706 Bouganvilla St, Palmview, TX 78572","$269,000",5,3.5,"3,657sqft"
"2314 21st Ave N, Texas City, TX 77590","$225,000",3,2,"1,778sqft"
"3031 Talisman Dr, Dallas, TX 75229","$279,777",3,2,"1,751sqft"
"209 W Jefferson St, Port Isabel, TX 78578","$160,000",3,1,"1,156sqft"
"2915 Laurel Fork Dr, Houston, TX 77339","$245,000",3,2,"2,145sqft"
"9302 Wave Digger, San Antonio, TX 78251","$324,000",5,3.5,"2,908sqft"
"3614 Burr Dr, Edinburg, TX 78542","$215,000",3,2,"1,698sqft"
"10179 Royal Ln, Wills Point, TX 75169","$178,000",2,1,"2,400sqft"
"7810 Brazoria Park, San Antonio, TX 78254","$250,000",3,2.5,"1,582sqft"
"409 Circleview Dr N, Hurst, TX 76054","$395,000",4,3,"2,840sqft"
"5432 Odom Ave, Fort Worth, TX 76114","$289,900",3,2,"1,430sqft"
"3907 Esmond Dr, Odessa, TX 79762","$335,000",3,2.5,"2,413sqft"
"2518 Vintage Woods Ln, Rosenberg, TX 77469","$375,000",4,3.5,"2,990sqft"
"4309 Lucero Dr, Granbury, TX 76048","$425,000",4,3,"2,198sqft"
"2800 Sierra Dr, Fort Worth, TX 76116","$295,000",3,2,"1,857sqft"
"12602 Manorwood Ln, Cypress, TX 77429","$399,000",6,3,"3,670sqft"
"12215 Beckendorf Bend Ln, Tomball, TX 77377","$475,000",4,3,"3,343sqft"
"1605 Collins Dr, Palacios, TX 77465","$395,000",3,2,No display data
"3315 Miro Pl, Dallas, TX 75204","$865,000",3,2.5,"3,136sqft"
"3129 Barley Springs Ln, Spring, TX 77386","$365,000",4,2,"2,123sqft"
"1714 Palo Duro Dr, Odessa, TX 79762","$270,000",3,2,"1,847sqft"
"8134 Sunbury St, Houston, TX 77028","$269,999",3,2.5,"1,642sqft"
"6452 River Oaks Dr, Kingsland, TX 78639","$405,000",3,2.5,"1,344sqft"
"446 County Road 1860, Yantis, TX 75497","$635,000",5,3,"2,312sqft"
"6929 Wind Row Dr, McKinney, TX 75070","$376,000",3,2.5,"1,986sqft"
"22640 Malvicino Dr, New Caney, TX 77357","$272,990",4,2.5,"2,186sqft"
"Wolf Ranch - 70' 108 Barefoot Park Lane, Georgetown, TX 78628","From$774,900",4,3.5,"3,554sqft"
"Wolf Ranch - 70' 108 Barefoot Park Lane, Georgetown, TX 78628","From$770,900",4,4,"3,478sqft"
"Wolf Ranch - 70' 108 Barefoot Park Lane, Georgetown, TX 78628","From$714,900",3,2.5,"3,048sqft"
"Wolf Ranch - 70' 108 Barefoot Park Lane, Georgetown, TX 78628","From$750,900",4,4,"3,586sqft"
"19138 Sangro Dr, New Caney, TX 77357","$236,990",3,2,"1,230sqft"
"22615 Malvicino Dr, New Caney, TX 77357","$252,990",3,2,"1,494sqft"
"56 Indian Wells Ct, Manvel, TX 77578","$439,025",6,4.5,"3,385sqft"
"Wolf Ranch - 60' 108 Barefoot Park Lane, Georgetown, TX 78628","From$589,900",4,3,"2,405sqft"
"Wolf Ranch - 60' 108 Barefoot Park Lane, Georgetown, TX 78628","From$584,900",3,2,"2,262sqft"
"208 Great Lawn Bnd, Liberty Hill, TX 78642","$896,990",4,3.5,"3,397sqft"
"1529 Canter Bayou Way, Houston, TX 77043","$360,504",3,2.5+,"1,710sqft"
"202 Peregrine Hill Cir, Midland, TX 79707","$605,925",4,2.5,"2,693sqft"
"402 S 13th St, Temple, TX 76504","$40,000",2,1,"1,002sqft"
"16623 Whitaker Creek Dr, Houston, TX 77095","$2,750",4,2.5,"2,264sqft"
"409 N Yule Ave, Charlotte, TX 78011","$49,000",3,1,"1,200sqft"
"2101 Ark St, Marshall, TX 75672","$84,900",3,1,"1,015sqft"
"1202 Anna Lee Dr, Killeen, TX 76549","$89,900",3,2,"1,204sqft"
"1012 W Louisa Ave, Iowa Park, TX 76367","$142,500",3,1.5,"1,499sqft"
"616 Milligan Dr, Longview, TX 75604","$145,000",4,2,"1,500sqft"
"3323 Townsend Dr, Dallas, TX 75229","$475,000",3,2,"2,013sqft"
"400 Canal Dr, Pointblank, TX 77364","$179,900",1,1,600sqft
"455 Saipan Pl, San Antonio, TX 78221","$199,000",3,2,"1,580sqft"
"946 Rickey Dr, Corpus Christi, TX 78412","$159,000",3,1,998sqft
"322 Remington Green Ct, Houston, TX 77073","$239,400",3,2.5,"2,467sqft"
"1819 S Alma St, Pecos, TX 79772","$175,000",3,1,"1,761sqft"
"8802 Magnetic St, El Paso, TX 79904","$259,000",4,2,"2,218sqft"
"115 Hermitage Ct, San Antonio, TX 78223","$214,000",3,2,"1,495sqft"
"12719 Rambling Rose, San Antonio, TX 78253","$250,000",4,2,"1,744sqft"
"1627 Cedarbrook Dr, Mesquite, TX 75181","$369,000",4,2.5,"2,587sqft"
"3713 E 29th St, Odessa, TX 79762","$245,000",3,2,"1,779sqft"
"253 Melton St, Magnolia, TX 77354","$675,000",3,2,"1,776sqft"
"18511 Skippers Helm, Humble, TX 77346","$364,995",5,3.5,"3,666sqft"
"266 W Riverwood Dr, Houston, TX 77076","$328,000",4,2,"2,504sqft"
"1511 Fall Wood Dr, Sugar Land, TX 77479","$460,000",5,3.5,"3,453sqft"
"20314 Rusty Rock Ln, Cypress, TX 77433","$315,000",3,2.5,"2,216sqft"
"14431 Private Road 3201, Abilene, TX 79601","$699,000",3,2.5,"4,122sqft"
"4610 Lincolnshire Dr, Garland, TX 75043","$375,000",4,2.5,"2,628sqft"
"7713 Airline Dr, Houston, TX 77037","$950,000",2,1,"1,216sqft"
"4633 Golden Yarrow Dr, Fort Worth, TX 76244","$355,000",3,2,"2,082sqft"
"12027 Riverview Dr, Houston, TX 77077","$589,500",4,3.5,"2,968sqft"
"19134 Sangro Dr, New Caney, TX 77357","$275,990",4,2.5,"2,211sqft"
"11329 Live Oak Creek Dr, Fort Worth, TX 76108","$349,000",3,2.5,"2,240sqft"
"11330 Goddard Ct, Dallas, TX 75218","$674,449",4,3,"3,104sqft"
"1504 Upland Glen Dr, Houston, TX 77043","$356,606",3,2.5,"1,628sqft"
"930 Silver Birch Br, Magnolia, TX 77354","$276,990",4,2.5,"2,229sqft"
"2110 Jitterbug Ln, Katy, TX 77493","$421,261",3,2.5,"2,095sqft"
"17015 Lily Burton Ln, Hockley, TX 77447","$313,990",3,2,"1,801sqft"
"Wolf Ranch - 70' 108 Barefoot Park Lane, Georgetown, TX 78628","From$749,900",4,3.5,"3,402sqft"
"108 Alonda Way, Liberty Hill, TX 78642","$1,022,990",5,4.5,"3,960sqft"
"11441 White River Dr, Aubrey, TX 76227","$445,998",4,3,"2,211sqft"
"17022 Westmoreland Promenade Pl, Hockley, TX 77447","$321,340",4,2,"1,946sqft"
"3615 Riverside Dr, Aubrey, TX 76227","$421,392",3,2,"2,016sqft"
"Wolf Ranch - 60' 108 Barefoot Park Lane, Georgetown, TX 78628","From$674,900",4,3.5,"3,462sqft"
"17011 Lily Burton Ln, Hockley, TX 77447","$368,440",5,3.5,"2,721sqft"
"519 W 7th St, Clarksville, TX 75426","$69,000",3,2,"1,250sqft"
"1304 N Dakota St, Baytown, TX 77520","$195,000",3,2,"1,917sqft"
"2321 Glendale Dr, Waco, TX 76710","$139,900",3,1,"1,248sqft"
"2405 Christine Dr, Granbury, TX 76048","$314,900",2,2,"1,680sqft"
"3421 Columbia St, Houston, TX 77018","$275,000",2,1.5,783sqft
"1419 W Malone Ave, San Antonio, TX 78225","$154,800",3,1,995sqft
"14333 Memorial Dr Apt 63, Houston, TX 77079","$120,000",1,1,770sqft
"7019 Twin Crk, Hitchcock, TX 77563","$235,000",3,2,"1,351sqft"
"4641 Christian Azcarate St, El Paso, TX 79938","$280,000",4,4.5,"2,460sqft"
"7338 Fox Clearing Trl, Humble, TX 77338","$300,000",4,2,"2,418sqft"
"326 County Road 169, Caldwell, TX 77836","$299,500",3,2,"1,320sqft"
"11252 Sea Horse Dr, El Paso, TX 79936","$179,900",3,2,"1,173sqft"
"1005 Richard Dr, Garland, TX 75040","$229,000",4,2,"1,682sqft"
"12711 Aires Loop, Willis, TX 77318","$499,900",4,3,"2,918sqft"
"717 Lemons St, Cedar Hill, TX 75104","$195,000",2,2,"1,156sqft"
"822 Park Bend Dr, San Antonio, TX 78227","$159,000",3,1,896sqft
"7815 Braes Meadow Dr, Houston, TX 77071","$332,000",4,3,"2,594sqft"
"4606 Junius St, Dallas, TX 75246","$525,000",3,2,"1,326sqft"
"20102 Treasure Oaks Ct, Katy, TX 77450","$590,000",4,3.5,"4,488sqft"
"300 Huggins Dr, Springtown, TX 76082","$370,000",4,2,"2,174sqft"
"4619 Gaston Ave, Dallas, TX 75246","$535,000",3,2,"1,564sqft"
"135 Shadow Hill Dr, San Antonio, TX 78228","$241,490",3,2,"1,401sqft"
"3001 Rocking Hills Trl, Forney, TX 75126","$275,990",4,2,"1,630sqft"
"4101 Antelope Trl, Temple, TX 76504","$354,900",4,2,"2,056sqft"
"3729 County Road 424, Cleburne, TX 76031","$539,900",4,3,"3,218sqft"
"193 Hermitage Dr, Montgomery, TX 77356","$819,000",4,3.5,"4,777sqft"
"4014 Northern Spruce Dr, Spring, TX 77386","$515,000",4,3.5,"2,966sqft"
"9017 Zubia Ln, Fort Worth, TX 76131","$342,900",3,2,"1,674sqft"
"5332 El Campo Ave, Fort Worth, TX 76107","$499,900",5,2.5,"2,398sqft"
"200 S Waterview Cir, Richardson, TX 75080","$360,000",2,2,"1,677sqft"
"1317 Antoine Dr, Houston, TX 77055","$650,000",4,2,"1,844sqft"
"21972 Juniper Crossing Dr, New Caney, TX 77357","$234,990",3,2.5,"1,651sqft"
"3624 Short St, Greenville, TX 75401","$248,000",3,2,"1,550sqft"
"21964 Juniper Crossing Dr, New Caney, TX 77357","$205,990",3,2,"1,174sqft"
"1722 Darwin Cedar Dr, Iowa Colony, TX 77583","$410,951",4,2.5,"2,572sqft"
"4901 W Laguna Blvd Unit 503, South Padre Island, TX 78597","$288,000",2,2,979sqft
"608 Lister Dr, Waco, TX 76712","$390,000",3,2.5,"2,127sqft"
"6501 Lancret Hill Dr, Austin, TX 78745","$774,900",4,2,"1,600sqft"
"17552 Rosewood Manor Ln, New Caney, TX 77357","$220,990",4,2,"1,313sqft"
"2931 Star Sky Way, Houston, TX 77045","$332,757",3,2.5,"1,616sqft"
"5213 Feagan St Unit I, Houston, TX 77007","$749,999",3,3.5,"2,750sqft"
"11953 Mesquite Miel Dr, El Paso, TX 79934","$178,000",3,2,"1,590sqft"
"200 Hideaway Loop, Hemphill, TX 75948","$225,000",2,1,"3,000sqft"
"1032 E Waco St, Kermit, TX 79745","$210,000",3,2,"1,944sqft"
"6554 State Highway 198, Mabank, TX 75156","$399,900",3,2,"2,744sqft"
"518 Willow Oak St, Nacogdoches, TX 75964","$157,000",3,2,"1,236sqft"
"5202 Las Campanas St, San Antonio, TX 78233","$254,950",4,2,"1,761sqft"
"1741 W Adams St, Pecos, TX 79772","$140,000",3,2,"1,036sqft"
"1204 Dartmouth Ave, Edinburg, TX 78539","$365,000",4,3.5,"3,585sqft"
"29259 S Kansas City Rd, La Feria, TX 78559","$372,500",4,3.5,"3,212sqft"
"401 E Hampton Rd, Crowley, TX 76036","$237,000",4,2,"1,680sqft"
"401 County Road 199, Gainesville, TX 76240","$239,999",1,1,"1,200sqft"
"3412 Shady Trl, Flower Mound, TX 75022","$549,900",4,3,"2,646sqft"
"532 Wolf Ln, La Vernia, TX 78121","$500,000",4,2,"2,213sqft"
"315 Texas Dr, Lake Dallas, TX 75065","$290,000",3,2,"1,273sqft"
"7514 Ludington Dr, Houston, TX 77071","$399,000",4,2.5,"2,771sqft"
"2405 Trafalgar Dr, Austin, TX 78723","$609,000",3,2,"1,220sqft"
"374 W Lake Shore Dr, Livingston, TX 77351","$475,000",3,2,"1,800sqft"
"1307 County Road 833, Nacogdoches, TX 75964","$865,000",3,2.5,"2,664sqft"
"8815 Rushing Oaks, San Antonio, TX 78254","$375,000",4,2,"2,128sqft"
"2429 Rock Creek Dr, Kerrville, TX 78028","$374,500",2,2,"1,973sqft"
"19116 Nathan Scott Way, Manor, TX 78653","$365,900",3,2,"1,648sqft"
"15006 Ruby Garden Ln, Conroe, TX 77302","$495,000",4,3.5,"2,979sqft"
"1411 Berene Ave, Austin, TX 78721","$685,000",3,2,"1,712sqft"
"17608 Rosewood Manor Ln, New Caney, TX 77357","$211,990",3,2,"1,174sqft"
"650 Lost Maples Bend Ln, Conroe, TX 77304","$529,000",4,4,"3,049sqft"
"3719 Solanum Dr, Conroe, TX 77301","$227,990",4,2,"1,313sqft"
"17588 Rosewood Manor Ln, New Caney, TX 77357","$220,990",4,2,"1,313sqft"
"14620 Tierra Dock Ct, El Paso, TX 79938","$614,000",4,3.5,"3,200sqft"
"413 E Flying Owl Dr, Johnson City, TX 78636","$1,500,000",4,4.5,"3,262sqft"
Willow Creek Farms ,"From$320,990",3,2,"1,931sqft"
"103 James Box, Blanco, TX 78606","$400,000",3,2.5,No display data
Willow Creek Farms ,"From$335,990",4,2,"2,070sqft"
Willow Creek Farms ,"From$332,990",3,2,"1,848sqft"
Willow Creek Farms ,"From$311,990",3,2,"1,603sqft"
Willow Creek Farms ,"From$379,990",4,2.5,"2,576sqft"
Willow Creek Farms ,"From$374,990",4,2.5,"2,558sqft"
Willow Creek Farms ,"From$340,990",3,3,"1,989sqft"
Willow Creek Farms ,"From$339,990",4,2.5,"2,140sqft"
Willow Creek Farms ,"From$360,990",3,2.5,"2,320sqft"
Willow Creek Farms ,"From$391,990",4,3.5,"2,653sqft"
Willow Creek Farms ,"From$370,990",4,2.5,"2,455sqft"
"312 Hall St, Montague, TX 76251","$130,000",2,2,"1,276sqft"
"99 Lake Terrace Dr, Lake City, TX 78368","$225,000",4,3,"2,109sqft"
"2601 30th St, Lubbock, TX 79410","$180,000",3,2,"1,416sqft"
"11 Louis Voan Rd, Huntsville, TX 77320","$179,000",3,2,"1,152sqft"
"2506 S Clifford St, Harlingen, TX 78550","$224,900",3,2,"2,022sqft"
"9603 Berridge House Ct, Houston, TX 77086","$229,000",4,2.5,"2,220sqft"
"3405 Sentinel Ave, Midland, TX 79703","$150,000",3,1,"1,344sqft"
"2102 N Austin Ave, Cameron, TX 76520","$160,000",3,1,"1,032sqft"
"125 Valley Dr, Coldspring, TX 77331","$256,000",3,2,"1,120sqft"
"3114 Redfield Dr, Pasadena, TX 77503","$205,000",3,2,"1,496sqft"
"500 Canoe Dr, Harker Heights, TX 76548","$310,000",4,2,"2,269sqft"
"9206 Kirkleigh St, Spring, TX 77379","$220,000",3,2,"1,471sqft"
"7307 Nancy Lopez Ct, San Antonio, TX 78244","$243,000",3,2,"1,866sqft"
"6002 Elmhurst Rd, Amarillo, TX 79106","$249,900",3,2,"1,898sqft"
"441 Black Oak Ln, Burleson, TX 76028","$210,000",3,2,"1,351sqft"
"5315 Blue Creek Dr, Houston, TX 77345","$399,000",5,4,"2,891sqft"
"130 Whistlers Cv, Rockport, TX 78382","$281,500",2,2,"1,549sqft"
"340 County Road 1451, Bonham, TX 75418","$530,000",3,2,"2,667sqft"
"18800 FM 2186, Amarillo, TX 79119","$489,000",4,2,"2,294sqft"
"7522 Dry Stone Ln, Richmond, TX 77469","$470,000",5,4,"3,857sqft"
"3320 Chapel Wood Ct, Fort Worth, TX 76116","$340,000",4,2.5,"2,483sqft"
"10514 Desdemona Dr, Dallas, TX 75228","$209,000",2,1,820sqft
"233 Colovista Pkwy, Bastrop, TX 78602","$595,000",4,3,"3,214sqft"
"2418 Orion Way, Granbury, TX 76048","$159,000",3,2,"1,191sqft"
"1505 Lubbock Dr, Copperas Cove, TX 76522","$250,000",3,2,"1,544sqft"
"2110 Birdwood Cir, Corinth, TX 76210","$450,000",4,2.5,"2,694sqft"
"3102 Kings Rd Apt 3210, Dallas, TX 75219","$205,000",1,1,798sqft
"2234 Aggie Dr, Grand Prairie, TX 75051","$340,000",4,3,"2,050sqft"
"2808 Belmont Dr, Ennis, TX 75119","$325,000",4,2,"1,953sqft"
"8224 Breakers Blvd, South Padre Island, TX 78597","$2,400,000",4,4,"3,511sqft"
"301 LA Escalera Dr, Leander, TX 78641","$446,300",3,2,"1,537sqft"
"5109 Crowley St, Sansom Park, TX 76114","$250,000",3,2,"1,509sqft"
"17 Pecan Gorge Ct, Sugar Land, TX 77479","$750,000",6,3.5,"4,121sqft"
"3707 Solanum Dr, Conroe, TX 77301","$249,990",4,2.5,"1,851sqft"
"1511 Carmona Ct, Conroe, TX 77301","$253,990",4,2.5,"1,851sqft"
"313 Hinsdale Run, Cibolo, TX 78108","$375,233",4,2.5,"2,253sqft"
"3715 Solanum Dr, Conroe, TX 77301","$215,990",3,2,"1,174sqft"
"3153 Brady Ct, Bryan, TX 77808","$277,900",3,2,"1,405sqft"
"3132 Tarleton Ct, Bryan, TX 77808","$329,900",3,2,"2,039sqft"
"6122 Fusse, New Braunfels, TX 78132","$468,499",5,3.5+,"2,824sqft"
"1403 Jadestone View Ln, Katy, TX 77494","$528,390",4,3,"2,713sqft"
"1510 Woodsen Ridge Ln, Katy, TX 77494","$558,390",5,4.5,"3,782sqft"
"121 E Harding Ave, Harlingen, TX 78550","$125,000",3,2,"2,043sqft"
"11919 Sonora Springs Dr, Tomball, TX 77375","$269,900",3,2,"1,740sqft"
"5150 Prairie Ridge Rd, Houston, TX 77053","$159,900",3,2,"1,419sqft"
"207 Mid Haven Ct, Granbury, TX 76048","$138,250",3,2,"1,456sqft"
"2310 Park Blvd, Odessa, TX 79763","$115,000",4,1,"1,833sqft"
"302 W Decatur St, Chico, TX 76431","$299,000",3,2,"1,940sqft"
"11520 Wayne Carreon St, El Paso, TX 79927","$194,950",3,2,"1,448sqft"
"8001 Dove Trail Dr, San Antonio, TX 78244","$325,000",5,3.5,"3,768sqft"
"5403 Mesa Dr, Killeen, TX 76542","$244,900",4,2.5,"2,307sqft"
"8542 Village Rose Ln, Houston, TX 77072","$295,000",5,3.5,"2,940sqft"
"602 E Sterling St, Baytown, TX 77520","$132,500",2,1,"1,184sqft"
"815 W State St, Terrell, TX 75160","$180,000",2,1,"1,331sqft"
"14445 Pecan Ln, Forney, TX 75126","$129,900",3,2,"1,248sqft"
"4025 Trice Ave, Waco, TX 76707","$129,900",2,1,776sqft
"829 Homer Smith Rd, Whitewright, TX 75491","$429,000",2,2,"1,596sqft"
"8 Pine Ridge Circle Pine Ridge Cir Unit 8, Texarkana, TX 75503","$279,900",4,3,"1,920sqft"
"10708 Karol Jean Way, Quinlan, TX 75474","$325,000",4,3,"2,015sqft"
"1103 Pecan St, Honey Grove, TX 75446","$30,000",4,2,"1,232sqft"
"247 E Ackard Pl, San Antonio, TX 78221","$179,900",3,1,"1,288sqft"
"510 Phoenix Dr, Temple, TX 76504","$240,000",3,2,"1,600sqft"
"9992 Brewer Rd, Salado, TX 76571","$499,900",4,3,"2,473sqft"
"2112 Gina Dr, Harker Heights, TX 76548","$249,900",3,2,"1,639sqft"
"7813 Conn Dr, North Richland Hills, TX 76180","$239,000",3,2,"1,230sqft"
"961 Queen Annes Rd, Houston, TX 77024","$599,000",3,3.5,"3,092sqft"
"25949 Northpark Birch Dr, Porter, TX 77365","$225,000",3,2.5+,"1,272sqft"
"429 Brookview Dr, Hurst, TX 76054","$450,000",3,3,"2,744sqft"
"6463 Loma De Cristo Dr, El Paso, TX 79912","$450,000",5,3,"2,990sqft"
"2509 Tracy Cv, Leander, TX 78641","$425,000",4,2.5,"2,244sqft"
"4934 Edison Park Ln, Houston, TX 77081","$499,000",3,3.5,"2,660sqft"
"330 Las Colinas Blvd E Apt 720, Irving, TX 75039","$275,000",1,1,984sqft
"4950 Edison Park Ln, Houston, TX 77081","$509,000",3,3.5,"2,632sqft"
"16514 Jean Lafitte Rd, Jamaica Beach, TX 77554","$469,000",3,2,"1,440sqft"
"8224 Breakers Blvd, South Padre Island, TX 78597","$2,400,000",4,4,"3,511sqft"
"620 Wentworth Dr, Richardson, TX 75081","$479,000",4,3,"3,079sqft"
"3416 Silver Nugget Dr, Edinburg, TX 78541","$230,000",3,2,"1,488sqft"
"18471 Running Shadow Ct, Hockley, TX 77447","$263,990",4,2.5,"1,538sqft"
"18475 Running Shadow Ct, Hockley, TX 77447","$280,990",4,2.5,"1,853sqft"
"1722 Cornelius Trace Loop, Houston, TX 77055","$975,000",5,4.5,"4,018sqft"
"4303 N Rocking Chair Ln, Amarillo, TX 79124","$420,000",3,2,"2,073sqft"
"3627 Solanum Dr, Conroe, TX 77301","$241,990",3,2.5,"1,651sqft"
"19600 Caymus Dr, Pflugerville, TX 78660","$412,990",3,2,"1,769sqft"
"19520 Caymus Dr, Pflugerville, TX 78660","$389,990",3,2,"1,536sqft"
"5230 Edinburg Cir, Corpus Christi, TX 78413","$175,000",3,2,"1,440sqft"
"7004 N 16th St, McAllen, TX 78504","$165,000",3,2,"1,487sqft"
"2209 Mesquite, Rockport, TX 78382","$219,900",4,2,"2,464sqft"
"306 Rodeo Cir, Copperas Cove, TX 76522","$167,000",3,2,"1,263sqft"
"1495 S Highway 281, George West, TX 78022","$430,000",4,2,"2,436sqft"
"16103 Catbird Ct, Humble, TX 77396","$259,000",4,2.5,"2,389sqft"
"1215 S Bell St, San Angelo, TX 76903","$189,000",4,2,"1,672sqft"
"10822 Overlea Dr, Houston, TX 77089","$218,000",3,2,"1,704sqft"
"5092 Highway 261, Buchanan Dam, TX 78609","$359,000",3,3,"1,650sqft"
"1329 Chardonnay Dr, Houston, TX 77077","$239,900",3,2.5,"1,941sqft"
"5217 Larkin St, Houston, TX 77007","$370,000",3,2.5,"2,214sqft"
"2503 Smouldering Wood Dr, Arlington, TX 76016","$240,000",3,2,"1,488sqft"
"7611 Umbra Hts, San Antonio, TX 78252","$315,000",4,2.5,"2,704sqft"
"7507 Buckboard Ln, San Antonio, TX 78227","$150,000",3,1,912sqft
"196 Sandpiper Dr, Weatherford, TX 76088","$457,500",3,2,"2,405sqft"
"510 Adkins Pride, San Antonio, TX 78245","$300,000",4,2.5,"2,145sqft"
"305 E Grubb Dr, Mesquite, TX 75149","$349,000",3,2,"1,931sqft"
"2109 N Camp St, Seguin, TX 78155","$199,900",3,1,"1,292sqft"
"638 Hill City Dr, Duncanville, TX 75116","$259,900",3,2,"1,304sqft"
"2213 Baretta Dr, Mesquite, TX 75181","$275,000",3,2,"1,406sqft"
"4336 Miraloma Dr, Fort Worth, TX 76126","$430,000",4,2,"3,117sqft"
"2914 Trinity Dr, Pearland, TX 77584","$275,000",3,2,"1,691sqft"
"6324 Ambrose Cir, Temple, TX 76502","$307,000",4,2.5,"2,143sqft"
"5200 Martel Ave Apt 20B, Dallas, TX 75206","$252,900",2,2,"1,083sqft"
"1809 Verdi Ln, Sherman, TX 75090","$695,000",6,4.5,"4,406sqft"
"20915 Pricewood Manor Ct, Cypress, TX 77433","$785,000",4,3.5,"4,275sqft"
"257 Martin Dr, Granbury, TX 76049","$742,500",4,5,"3,200sqft"
"5628 Doulton Dr, Houston, TX 77033","$319,000",6,3,"1,439sqft"
"2730 Cedar Rdg, New Braunfels, TX 78132","$559,000",3,3,"2,781sqft"
"433 Sweet Leaf Ln, Pflugerville, TX 78660","$367,000",4,2.5,"1,546sqft"
"3210 Dry Creek Dr, Missouri City, TX 77459","$420,000",4,3.5,"2,975sqft"
"18447 Running Shadow Ct, Hockley, TX 77447","$264,990",3,2,"1,494sqft"
"18478 Running Shadow Ct, Hockley, TX 77447","$266,990",3,2,"1,494sqft"
"18482 Running Shadow Ct, Hockley, TX 77447","$274,990",3,2,"1,682sqft"
"18466 Running Shadow Ct, Hockley, TX 77447","$268,990",4,2.5,"1,538sqft"
"18431 Running Shadow Ct, Hockley, TX 77447","$279,990",4,2.5,"1,853sqft"
"17608 Martin Creek Ln, Conroe, TX 77356","$290,980",3,2.5,"1,688sqft"
"1349 Knollbridge Point Ln, Pinehurst, TX 77362","$456,740",4,3.5,"2,875sqft"
"317 Hinsdale Run, Cibolo, TX 78108","$418,125",5,3.5,"2,639sqft"
"19520 Caymus Dr, Pflugerville, TX 78660","$389,990",3,2,"1,536sqft"
"5309 Anzio Rd, South Houston, TX 77033","$130,000",3,2,"1,800sqft"
"313 Schley Ave, Alice, TX 78332","$106,460",3,2,"1,342sqft"
"8406 Maple Ridge Dr, San Antonio, TX 78239","$200,000",3,2,"1,708sqft"
"5245 E 5th St, Katy, TX 77493","$199,900",2,1,"1,236sqft"
"6803 Freedom Rdg, San Antonio, TX 78242","$225,000",4,2.5,"1,893sqft"
