Address,Price,Beds,Baths,Sizes
"511 Ambush Rdg, San Antonio, TX 78220","$234,749",3,2,"1,266sqft"
"Applewood 10526 Pinova, San Antonio, TX 78252","From$290,000",4,2.5,"2,042sqft"
"901 Ranchero Rd, Leander, TX 78641","$399,000",4,2.5,"2,070sqft"
"Applewood 10526 Pinova, San Antonio, TX 78252","From$292,000",4,2.5,"2,182sqft"
"Katy Lakes 60s 24410 Winter Lakes Drive, Katy, TX 77493","From$406,990",4,3.5,"3,404sqft"
"Katy Lakes 60s 24410 Winter Lakes Drive, Katy, TX 77493","From$385,990",4,3,"2,754sqft"
"Applewood 10526 Pinova, San Antonio, TX 78252","From$257,000",3,2,"1,296sqft"
"Applewood 10526 Pinova, San Antonio, TX 78252","From$261,000",3,2,"1,489sqft"
"10526 Pinova, San Antonio, TX 78252","From$259,000",3,2,"1,396sqft"
"Highpoint 6390 Highpoint Avenue, BEAUMONT, TX 77708","From$298,990",4,2,"1,796sqft"
"Applewood 10526 Pinova, San Antonio, TX 78252","From$280,000",3,2.5,"1,858sqft"
"Highpoint 6390 Highpoint Avenue, BEAUMONT, TX 77708","From$294,990",4,2,"1,750sqft"
"Applewood 10526 Pinova, San Antonio, TX 78252","From$270,000",3,2.5,"1,700sqft"
"Katy Lakes 60s 24410 Winter Lakes Drive, Katy, TX 77493","From$381,990",3,3,"2,622sqft"
"Enclave at Dobbin 25017 Lindsey Lane, Magnolia, TX 77354","From$275,990",4,2.5,"2,042sqft"
"Cantarra Meadow 3108 Armidale Drive, Pflugerville, TX 78660","From$355,990",3,2,"1,367sqft"
"City Gate 2822 Bethnal Garden Way, HOUSTON, TX 77047","From$295,990",3,2,"1,535sqft"
"Hillcrest Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$417,990",4,2,"1,676sqft"
"2364 Jason Crest Ln, La Porte, TX 77571","$395,000",4,3,"2,640sqft"
"Hillcrest Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$437,990",4,2,"2,025sqft"
"Cantarra Meadow 3108 Armidale Drive, Pflugerville, TX 78660","From$361,990",3,2,"1,489sqft"
"Enclave at Dobbin 25017 Lindsey Lane, Magnolia, TX 77354","From$250,990",3,2,"1,617sqft"
"107 E Christine Manor Dr, Montgomery, TX 77316","$523,656",4,3.5,"2,534sqft"
"City Gate 2822 Bethnal Garden Way, HOUSTON, TX 77047","From$332,990",4,2.5,"2,206sqft"
"Hillcrest Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$473,990",5,3,"2,733sqft"
"11539 County Road 137, Flint, TX 75762","$475,000",4,4,"2,460sqft"
"Lakes at Creekside - Villa Collection 24731 Songlark Bend Dr, Tomball, TX 77375","From$473,995",4,3.5,"2,592sqft"
"Lakes at Creekside - Villa Collection 24731 Songlark Bend Dr, Tomball, TX 77375","From$487,995",4,3,"2,945sqft"
"Lakes at Creekside - Villa Collection 24731 Songlark Bend Dr, Tomball, TX 77375","From$515,995",4,3.5,"3,181sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$330,900",4,3,"3,150sqft"
"Sorento 16220 Marcello Drive, Pflugerville, TX 78660",Contact For Price,4,2,"2,088sqft"
"Sorento 16220 Marcello Drive, Pflugerville, TX 78660",Contact For Price,3,2,"2,170sqft"
"Sorento 16220 Marcello Drive, Pflugerville, TX 78660",Contact For Price,5,3,"2,847sqft"
"Enclave at Dobbin 25017 Lindsey Lane, Magnolia, TX 77354",Contact For Price,4,2.5,"2,565sqft"
"Westhaven 104 Antrim Cove, Georgetown, TX 78626",Contact For Price,4,3,"2,320sqft"
"Highpoint 6390 Highpoint Avenue, BEAUMONT, TX 77708","From$302,990",4,2,"1,831sqft"
"Westhaven 104 Antrim Cove, Georgetown, TX 78626",Contact For Price,3,2.5,"1,778sqft"
"Spring Wood 6780 Chase Street, BEAUMONT, TX 77708",Contact For Price,4,2,"2,031sqft"
"Fosters Ridge MODERN 14213 Silver Maple Court, Conroe, TX 77384","From$309,990",4,3,"2,034sqft"
"Enclave at Dobbin 25017 Lindsey Lane, Magnolia, TX 77354","From$282,990",4,2.5,"2,182sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$238,900",3,2,"1,605sqft"
"Enclave at Dobbin 25017 Lindsey Lane, Magnolia, TX 77354","From$245,990",3,2,"1,546sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$255,900",4,2,"1,783sqft"
"432 Frenchpark Dr, Haslet, TX 76052","From$338,990",3,2,"1,683sqft"
"Fosters Ridge MODERN 14213 Silver Maple Court, Conroe, TX 77384","From$349,990",5,3,"2,733sqft"
"Hillcrest Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$417,990",3,2,"1,676sqft"
"Cantarra Meadow 3108 Armidale Drive, Pflugerville, TX 78660","From$363,990",3,2,"1,535sqft"
"Cantarra East 3108 Armidale Drive, Pflugerville, TX 78660","From$392,990",3,2,"1,665sqft"
"3108 Armidale Drive, Pflugerville, TX 78660","From$376,990",3,2.5,"1,779sqft"
"Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$403,990",3,2,"1,461sqft"
"Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$427,990",4,2,"1,859sqft"
"31685 Acacia Vis, Bulverde, TX 78163","$350,499",4,2,"1,699sqft"
"City Gate 2822 Bethnal Garden Way, HOUSTON, TX 77047","From$347,990",4,2,"2,385sqft"
"Greenway Trails - Grand Prairie / Midlothian ISD 3688 Rolling Meadows Drive, Grand Prairie, TX 76065","From$453,990",5,3,"2,701sqft"
"Three Creeks - North Ridge 5606 Baffin Lane, BELTON, TX 76513","From$420,900",4,2.5,"2,967sqft"
"Hillcrest Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$463,990",4,3,"2,528sqft"
"Cantarra East 3108 Armidale Drive, Pflugerville, TX 78660","From$430,990",4,3,"2,473sqft"
"Cantarra East 3108 Armidale Drive, Pflugerville, TX 78660","From$406,990",4,2,"1,992sqft"
"Cantarra Meadow 3108 Armidale Drive, Pflugerville, TX 78660","From$391,990",4,2.5,"2,182sqft"
"Three Creeks - North Ridge 5606 Baffin Lane, BELTON, TX 76513","From$396,900",4,2.5,"2,564sqft"
"Hillcrest Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$453,990",4,3,"2,320sqft"
"Cantarra East 3108 Armidale Drive, Pflugerville, TX 78660","From$408,990",4,2,"2,025sqft"
"Cantarra East 3108 Armidale Drive, Pflugerville, TX 78660","From$420,990",4,3,"2,320sqft"
"Hillcrest Visit Cantarra Meadow Sales Office, Pflugerville, TX 78660","From$470,990",4,3,"2,682sqft"
"Cantarra East 3108 Armidale Drive, Pflugerville, TX 78660","From$400,990",4,2,"1,859sqft"
"Cantarra Meadow 3108 Armidale Drive, Pflugerville, TX 78660","From$403,990",4,3,"2,473sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$230,900",3,2,"1,370sqft"
"City Gate 2822 Bethnal Garden Way, HOUSTON, TX 77047","From$324,990",4,2.5,"2,042sqft"
"Lively Ranch 4513 Spring Box Street, Georgetown, TX 78628","From$425,990",3,2,"2,170sqft"
"Lakes at Creekside - Villa Collection 24731 Songlark Bend Dr, Tomball, TX 77375","From$437,995",3,2.5,"2,236sqft"
"Lakes at Creekside - Villa Collection 24731 Songlark Bend Dr, Tomball, TX 77375","From$468,995",4,3.5,"2,496sqft"
"7522 Parr, San Antonio, TX 78244","$39,995",3,2,"1,152sqft"
"528 Longhorn Trl, Seguin, TX 78155","$199,900",4,2,"1,785sqft"
"4411 Hopkins Ave, Dallas, TX 75209","$375,000",2,1,828sqft
"University Place 8128 Mary Curran Court, Dallas, TX 75252","From$781,000",4,3.5,"2,981sqft"
"10210 Castello Cyn, San Antonio, TX 78254","$289,950",3,2.5,"1,607sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$297,900",4,2.5,"2,572sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$267,900",4,2.5,"1,953sqft"
"The Terrace 9111 Stonehollow Drive, Temple, TX 76502","From$342,900",4,3,"3,150sqft"
"2501 Sherri Ln, Flower Mound, TX 75028","$695,000",3,2,"1,965sqft"
"University Place 8128 Mary Curran Court, Dallas, TX 75252","From$807,000",4,3.5,"3,231sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$255,900",4,2,"1,783sqft"
"The Terrace 9111 Stonehollow Drive, Temple, TX 76502","From$285,900",3,2,"2,150sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$238,900",3,2,"1,605sqft"
"The Terrace 9111 Stonehollow Drive, Temple, TX 76502","From$310,900",4,2.5,"2,572sqft"
"The Terrace 9111 Stonehollow Drive, Temple, TX 76502","From$248,900",3,2,"1,508sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$413,990",4,2.5,"2,627sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$420,990",4,2.5,"2,885sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$400,990",4,2.5,"2,484sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$423,990",5,2.5,"2,988sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$358,990",3,2,"1,454sqft"
"31689 Acacia Vis, Bulverde, TX 78163","$380,499",4,3,"1,910sqft"
"The Reserve at Weston Oaks 12806 Fort McIntosh, San Antonio, TX 78245","From$389,990",4,3,"2,408sqft"
"Creekside Hills 2007 Wigeon Way, Copperas Cove, TX 76522","From$230,900",3,2,"1,370sqft"
"The Terrace 9111 Stonehollow Drive, Temple, TX 76502","From$235,900",3,2,"1,370sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$378,990",3,2,"1,807sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$362,990",3,2,"1,519sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$375,990",3,2,"1,754sqft"
"Tamarron - D.R. Horton 3506 Elk Horn Court, Katy, TX 77494","From$440,990",4,3.5,"3,358sqft"
"Lagos 1104 S. San Marcos, Manor, TX 78653","From$380,990",3,2,"1,911sqft"
"Travisso - Florence Collection 1905 Portobello Rd, Leander, TX 78641","From$958,995",4,4.5,"4,813sqft"
"Firethorne 28902 Canyon Oaks Dr, Katy, TX 77494","From$535,990",4,3.5,"3,250sqft"
"Travisso - Florence Collection 1905 Portobello Rd, Leander, TX 78641","From$912,995",4,4.5,"4,118sqft"
"Travisso - Florence Collection 1905 Portobello Rd, Leander, TX 78641","From$953,995",4,4.5,"4,313sqft"
"Travisso - Florence Collection 1905 Portobello Rd, Leander, TX 78641","From$878,995",4,3.5,"3,612sqft"
"Travisso - Florence Collection 1905 Portobello Rd, Leander, TX 78641","From$897,995",4,3.5,"3,416sqft"
"Woodson's Reserve - Executive Collection 3927 Rolling Thicket Dr, Spring, TX 77386","From$665,995",4,4,"3,244sqft"
"Woodson's Reserve - Executive Collection 3927 Rolling Thicket Dr, Spring, TX 77386","From$673,995",4,3,"3,318sqft"
"Travisso - Florence Collection 1905 Portobello Rd, Leander, TX 78641","From$983,995",4,4.5,"4,964sqft"
"Travisso - Florence Collection 1905 Portobello Rd, Leander, TX 78641","From$969,995",5,4.5,"5,012sqft"
"Sienna - Executive Collection 1910 Royal Oak Dr, Missouri City, TX 77459","From$722,995",4,3.5,"3,616sqft"
"Sienna - Executive Collection 1910 Royal Oak Dr, Missouri City, TX 77459","From$748,995",4,4.5,"3,918sqft"
"Woodson's Reserve - Executive Collection 3927 Rolling Thicket Dr, Spring, TX 77386","From$756,995",4,4.5,"4,171sqft"
"3601 Lasker Ave, Waco, TX 76707","$150,000",2,1,877sqft
"1106 S 7th St, Temple, TX 76504","$225,000",3,2,"1,308sqft"
"Rain Tree FM 565 & Cold Springs Drive, Baytown, TX 77523","From$315,950",4,3.5,"2,300sqft"
"1212 Comanche Dr, Allen, TX 75013","$672,000",4,3.5,"3,363sqft"
"4616 Gaston Ave, Dallas, TX 75246","$699,900",4,4,No display data
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$479,990",3,2.5,"2,744sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$284,490",3,2.5,"2,261sqft"
"Harper's Preserve 9840 Sweet Flag Court, Conroe, TX 77385","From$347,740",4,2.5,"2,372sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$318,990",4,2.5,"2,819sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$491,990",4,3,"2,946sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$550,990",4,4.5,"3,438sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$273,490",3,2.5,"2,034sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$291,490",3,2.5,"2,421sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$306,490",4,2.5,"2,601sqft"
"Town Creek Crossing 163 Dina Lane, Montgomery, TX 77356","From$289,950",3,2,"1,613sqft"
"Magnolia Ridge 119 Rogerdale River Drive, Magnolia, TX 77354","From$277,990",4,2,"1,882sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$304,490",4,3,"2,211sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$292,490",4,2,"2,025sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$221,990",2,1,"1,044sqft"
"Harper's Preserve 9840 Sweet Flag Court, Conroe, TX 77385","From$284,740",3,2,"1,381sqft"
"South Pointe 1704 Burney Street, Mansfield, TX 76063","From$535,900",4,3,"2,830sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$231,990",2,1,"1,308sqft"
"The Colony Riverside 50' 149 Samuel Blair Pass, Bastrop, TX 78602","From$411,990",4,3,"2,096sqft"
"The Reserve at Weston Oaks 12806 Fort McIntosh, San Antonio, TX 78245","From$417,990",4,3.5,"3,000sqft"
"Harper's Preserve 9840 Sweet Flag Court, Conroe, TX 77385","From$301,740",3,2,"1,566sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$240,490",3,2,"1,089sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$287,990",3,2,"1,930sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$266,490",3,2,"1,530sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$257,490",3,2,"1,332sqft"
"Greenfield 801 Stonemanor Bay, Seguin, TX 78155","From$269,490",3,2,"1,697sqft"
"The Colony Riverside 50' 149 Samuel Blair Pass, Bastrop, TX 78602","From$405,990",3,2,"2,183sqft"
"Shipman's Cove 2906 Brinson Drive, Fresno, TX 77545","From$313,740",4,2,"1,882sqft"
"Harper's Preserve 9840 Sweet Flag Court, Conroe, TX 77385","From$319,740",4,2,"1,882sqft"
"Rain Tree FM 565 & Cold Springs Drive, Baytown, TX 77523","From$279,950",4,2,"1,842sqft"
"Rain Tree FM 565 & Cold Springs Drive, Baytown, TX 77523","From$280,950",4,2,"1,787sqft"
"South Pointe 1704 Burney Street, Mansfield, TX 76063","From$591,900",4,3.5,"3,438sqft"
"South Pointe 1704 Burney Street, Mansfield, TX 76063","From$455,900",4,3,"2,260sqft"
"South Pointe 1704 Burney Street, Mansfield, TX 76063","From$555,900",4,3.5,"3,273sqft"
"Bridgeland 16227 Alligator Gar Court, Cypress, TX 77433","From$376,240",4,2,"1,900sqft"
"South Pointe 1704 Burney Street, Mansfield, TX 76063","From$521,900",4,3,"2,643sqft"
"South Pointe 1704 Burney Street, Mansfield, TX 76063","From$565,900",5,5,"3,339sqft"
"South Pointe 1704 Burney Street, Mansfield, TX 76063","From$611,900",4,3.5,"3,718sqft"
"1504 Pintoresco Dr, El Paso, TX 79935","$130,000",2,2.5,"1,371sqft"
"13019 Glenwyck St, Houston, TX 77045","$165,000",3,2.5+,"1,372sqft"
"9609 N Boston Ave, Lubbock, TX 79415","$185,000",5,3.5,"2,800sqft"
"8512 Barstow Dr, Amarillo, TX 79118","$224,950",3,2,"1,479sqft"
"445 Desert Song Dr, El Paso, TX 79928","$220,000",3,2,"1,549sqft"
"1722 Nobis Ave, Edinburg, TX 78542","$195,000",4,2,"1,425sqft"
"2727 Middleground, San Antonio, TX 78245","$305,000",5,3.5,"2,580sqft"
"11313 Ivory Oak St, Live Oak, TX 78233","$249,900",3,2,"1,494sqft"
"1236 Yukon Dr, Glenn Heights, TX 75154","$299,900",4,2,"2,081sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$513,990",4,3,"2,942sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$427,990",3,2,"2,207sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$465,990",4,3,"2,429sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$471,990",4,3,"2,656sqft"
"Watercress 80s 526 Broadleaf Way, Haslet, TX 76052","From$624,990",4,4.5,"3,732sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$192,950",3,2,"1,350sqft"
"Bell Farms 13715 University Ave., Lubbock, TX 79423","From$200,950",3,2,"1,650sqft"
"Bell Farms 13715 University Ave., Lubbock, TX 79423","From$198,950",3,2,"1,650sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$195,950",3,2,"1,450sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$200,950",3,2,"1,550sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$188,950",3,2,"1,350sqft"
"12022 Savannah Ave, Lubbock, TX 79424","$419,900",4,3,"2,536sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$223,950",3,2,"1,645sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$190,950",3,2,"1,350sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$208,950",3,2,"1,600sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$209,950",3,2,"1,622sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$197,950",3,2,"1,450sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$222,950",3,2,"1,645sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$199,950",3,2,"1,450sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$453,990",3,3.5,"2,321sqft"
"Watercress 65s 526 Broadleaf Way, Haslet, TX 76052","From$501,990",4,3,"2,718sqft"
"Highlands North 207 Chickasaw Lane, Hutto, TX 78634","From$400,990",3,2,"2,240sqft"
"3830 Ivy Path, Saint Hedwig, TX 78152","$278,665",3,2,"1,445sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$211,950",3,2,"1,650sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$213,950",3,2,"1,650sqft"
"Watercress 80s 526 Broadleaf Way, Haslet, TX 76052","From$596,990",4,4.5,"3,213sqft"
"Watercress 80s 526 Broadleaf Way, Haslet, TX 76052","From$570,990",4,4,"3,202sqft"
"Durango Farms - Arbor Collection 937 Main Street, Hutto, TX 78634","From$371,990",3,2.5,"1,870sqft"
"Watercress 80s 526 Broadleaf Way, Haslet, TX 76052","From$584,990",4,4,"3,297sqft"
"Watercress 80s 526 Broadleaf Way, Haslet, TX 76052","From$586,990",4,3.5,"3,317sqft"
"Harvest 6517 82nd St, Lubbock, TX 79424","From$221,950",3,2,"1,655sqft"
"Watercress 80s 526 Broadleaf Way, Haslet, TX 76052","From$638,990",4,4.5,"4,063sqft"
"13006 Kathleen St, Saint Hedwig, TX 78152","$350,955",5,3.5,"2,316sqft"
"457 County Road 221, East Bernard, TX 77435","$700,735",3,3.5,"3,600sqft"
"312 Monticello Ct, San Antonio, TX 78223","$110,000",2,1,"1,176sqft"
"505 Rigsby Ave, San Antonio, TX 78210","$189,000",4,2,"2,891sqft"
"2326 S 19th St, Abilene, TX 79605","$99,000",2,1,980sqft
"14429 Escalera Dr, El Paso, TX 79928","$190,000",3,2,"1,491sqft"
"520 N Estelle St, Houston, TX 77003","$210,000",2,1,"1,117sqft"
"14662 Baxter Rd, Conroe, TX 77306","$319,000",3,2.5,"2,240sqft"
"20538 Kenswick Dr, Humble, TX 77338","$259,900",4,2.5,"2,491sqft"
"923 Roper St, Houston, TX 77034","$154,000",4,1,"1,262sqft"
"1644 Lomaland Dr Apt 109, El Paso, TX 79935","$189,950",3,2.5,"1,586sqft"
"1212 2nd Ave, Texas City, TX 77590","$149,900",3,1.5,"1,172sqft"
"4137 Petunia Ave, McAllen, TX 78504","$265,000",4,2.5,"2,808sqft"
"5106 Screaming Eagle Cir, Killeen, TX 76549","$240,000",4,2,"1,902sqft"
"239 Anton Dr, San Antonio, TX 78223","$140,000",3,1,"1,000sqft"
"3707 Ozark Dr, Killeen, TX 76549","$349,900",4,3,"3,222sqft"
"600 Windover Ln, Bullard, TX 75757","$320,000",3,2,"2,029sqft"
"631 Brandt Rd, Spring, TX 77373","$599,000",3,2,"2,012sqft"
"8319 Sparkling Springs Dr, Houston, TX 77095","$300,000",4,2.5,"2,492sqft"
"12701 Aries Loop, Willis, TX 77318","$800,000",3,3.5,"3,982sqft"
"2317 Olive St, Texarkana, TX 75501","$85,000",3,1,"1,416sqft"
"8371 Nairn St, Houston, TX 77074","$185,000",3,2.5,"1,848sqft"
"18307 Meandering Meadow Ln, Houston, TX 77084","$379,900",8,3,"3,730sqft"
"4716 Ray Roberts Dr, Frisco, TX 75036","$500,000",4,2.5,"2,243sqft"
"1506 H K Allen Pkwy, Temple, TX 76502","$325,000",3,2.5,"2,138sqft"
"11313 Ivory Oak St, Live Oak, TX 78233","$249,900",3,2,"1,494sqft"
"11211 Sierra Gorda Dr, Laredo, TX 78045","$298,000",4,2.5,"2,332sqft"
"2860 England Pkwy, Grand Prairie, TX 75054","$770,000",5,5,"4,327sqft"
"10879 Cassandra Way, Dallas, TX 75228","$292,000",3,2,"1,299sqft"
"6003 Rittenhouse Shore Dr, Austin, TX 78734","$1,850,000",4,5.5,"4,342sqft"
"1808 W Adoue St, Alvin, TX 77511","$399,995",5,3.5,"3,260sqft"
"7910 Deepwell Dr, San Antonio, TX 78254","$389,900",4,2.5,"2,847sqft"
"7950 Blue St, Houston, TX 77028","$279,900",3,2.5,"1,893sqft"
"7952 Blue St, Houston, TX 77028","$279,900",3,2.5,"1,893sqft"
"10349 Bayou Oaks Dr, Conroe, TX 77385","$589,900",4,3.5,"3,112sqft"
"16822 Grayson Wood Ln, Atascocita, TX 77346","$593,900",4,3,"2,504sqft"
"3124 Little Creek Path, Seguin, TX 78155","$515,900",4,3.5,"2,519sqft"
"13023 Kathleen St, Saint Hedwig, TX 78152","$313,580",4,2.5,"1,987sqft"
"13018 Kathleen St, Saint Hedwig, TX 78152","$315,370",4,2.5,"1,987sqft"
"3806 Ivy Path, Saint Hedwig, TX 78152","$311,870",4,2.5,"1,987sqft"
"5825 Libbey Ave, Fort Worth, TX 76107","$112,000",2,1,984sqft
"204 N Phelps St, Alpine, TX 79830","$99,000",1,1,516sqft
"12906 8th St, Hargill, TX 78549","$95,000",1,1.5,345sqft
"2206 Rapids Ct, Fresno, TX 77545","$169,000",3,2,"1,657sqft"
"556 Avenue C, Seguin, TX 78155","$70,000",2,1,580sqft
"21215 Brookrock Cir, Katy, TX 77449","$249,900",4,2.5,"2,313sqft"
"217 Alexander Ave, Kingsville, TX 78363","$70,000",2,1,650sqft
"8151 Herschelwood St, Houston, TX 77033","$215,000",4,2,"1,372sqft"
"215 Alexander Ave, Kingsville, TX 78363","$75,000",2,1,650sqft
"412 Waterford Dr, Victoria, TX 77901","$199,900",3,2,"1,442sqft"
"207 Oakwood St, League City, TX 77573","$205,000",3,2,"1,474sqft"
"215 N Oaks Dr, Grand Saline, TX 75140","$179,900",3,2,"1,269sqft"
"5118 Elaine Dr, Tyler, TX 75703","$257,000",5,2,"1,828sqft"
"1231 W Chestnut St, Denison, TX 75020","$210,000",3,2,"1,274sqft"
"112 County Road 139B, Burnet, TX 78611","$360,000",2,2,"1,694sqft"
"411 Como St S, Sulphur Springs, TX 75482","$199,000",3,2,"1,326sqft"
"858 Omeara, Montgomery, TX 77316","$183,900",3,2,"1,130sqft"
"7624 Red Willow Rd, Fort Worth, TX 76133","$240,005",3,2,"1,706sqft"
"6002 Les Harrison Dr, San Antonio, TX 78250","$189,990",2,2,"1,277sqft"
"2018 S Diamondhead Blvd, Crosby, TX 77532","$374,900",4,3,"2,764sqft"
"302 Shadwell Dr, San Antonio, TX 78228","$330,000",4,3,"1,949sqft"
"6026 90th St, Lubbock, TX 79424","$499,000",3,3,"3,106sqft"
"7431 Holly Hill Dr Apt 205, Dallas, TX 75231","$105,000",2,1,788sqft
"10623 Lynbrook Dr, Houston, TX 77042","$559,000",4,2.5,"2,387sqft"
"4829 Sunlit Well Dr, San Antonio, TX 78247","$285,000",3,2,"1,614sqft"
"514 N Meadowlane Dr, San Antonio, TX 78209","$425,000",3,2,"1,558sqft"
"10421 Condor Loop, Waco, TX 76708","$320,000",3,2,"1,859sqft"
"1123 Hays St, San Antonio, TX 78202","$275,000",2,1,"1,312sqft"
"19515 Suncove Ln, Humble, TX 77346","$479,900",4,2.5,"2,727sqft"
"2701 Burning Tree Ln, Irving, TX 75062","$250,000",3,2,"1,379sqft"
"4310 Village Forest Dr, Sugar Land, TX 77479","$619,786",4,3.5,"4,309sqft"
"202 Seashell Dr, Surfside Beach, TX 77541","$339,000",2,1,800sqft
"3949 Charleston St, Houston, TX 77021","$1,399,999",5,5,"4,600sqft"
"2166 Buck Ct, Caddo Mills, TX 75135","$587,000",3,3.5,"2,853sqft"
"5133 Goodwin Ave, Dallas, TX 75206","$1,950,000",5,4.5,"4,008sqft"
"640 Surf St, Lewisville, TX 75067","$329,900",3,2,"1,853sqft"
"310 NE 5th St, Andrews, TX 79714","$244,500",3,2,"1,480sqft"
"444 Moonlit Stream Pass, Dripping Springs, TX 78620","$702,923",4,3,"2,211sqft"
"713 Smokey Trl, Princeton, TX 75407","$309,990",4,2,"1,566sqft"
"10346 Bayou Oaks Dr, Conroe, TX 77385","$549,900",4,3,"2,738sqft"
"4321 Shadow Dr, Forney, TX 75126","$352,490",4,2,"2,017sqft"
"207 Loop 149, Brookeland, TX 75931","$59,000",2,1,800sqft
"607 N Chaparral, Burnet, TX 78611","$275,000",3,2,"2,653sqft"
"3307 Caplin St, Houston, TX 77026","$129,500",4,2,"1,536sqft"
"4707 FM 3164, Gainesville, TX 76240","$165,000",2,1,"1,200sqft"
"406 S Austin St, Edgewood, TX 75117","$150,000",2,2,468sqft
"109 Wilson Ln, Silsbee, TX 77656","$255,000",4,2,"2,120sqft"
"5334 Greenbrae Ln, Katy, TX 77494","$249,900",2,2,"1,425sqft"
"3134 Ashlock Dr, Houston, TX 77082","$269,000",4,2.5,"2,586sqft"
"157 Memorial Dr, Gun Barrel City, TX 75156","$239,900",2,2,"1,056sqft"
"3738 Prarie Pond, San Antonio, TX 78264","$250,000",3,2,"1,535sqft"
"1402 Tupelo Ave, Pasadena, TX 77506","$239,000",3,2,"1,536sqft"
"6997 S FM 2038, Bryan, TX 77808","$350,000",3,2,"1,400sqft"
"226 Fairwind Trail Dr, Conroe, TX 77385","$315,000",3,2,"1,792sqft"
"200 Pr # 1147, Marshall, TX 75672","$699,900",4,3.5,"3,301sqft"
"123 Fordham Ave, San Antonio, TX 78228","$195,000",3,1,"1,400sqft"
"965 County Road 044 # 44, Jasper, TX 75951","$575,000",2,2,"2,877sqft"
"23627 Daintree Pl, Katy, TX 77493","$500,000",4,3,"3,150sqft"
