Address,Price,Beds,Baths,Sizes
"4905 Buckline Xing, Dunwoody, GA 30338","$575,000",5,2.5,"3,129sqft"
"Monet Gardens GPS use River Rd & Lake Hill Trail, ELLENWOOD, GA 30294","From$408,450",5,4,"3,633sqft"
"Monet Gardens GPS use River Rd & Lake Hill Trail, ELLENWOOD, GA 30294","From$400,250",5,4.5,"3,481sqft"
"Monet Gardens GPS use River Rd & Lake Hill Trail, ELLENWOOD, GA 30294","From$383,000",5,3,"3,216sqft"
"Monet Gardens GPS use River Rd & Lake Hill Trail, ELLENWOOD, GA 30294","From$349,950",5,3,"2,511sqft"
"The Springs Of Chateau 846 Champagne Lane, Hoschton, GA 30548","From$581,900",4,5,"4,170sqft"
"131 Dogwood Ln, Woodbury, GA 30293","$79,900",3,2,No display data
"171 Village Run, Harlem, GA 30814","$157,000",2,2.5,"1,105sqft"
"291 Hudson Rd, Poulan, GA 31781","$215,000",4,2,"2,000sqft"
"714 Third Ave, Albany, GA 31701","$134,500",3,2,"2,298sqft"
"57 Pine St, Hazlehurst, GA 31539","$172,500",2,2,"1,833sqft"
"657 Windchase Ln Unit 657, Stone Mountain, GA 30087","$110,000",2,2,912sqft
"514 Kent Dr, Adel, GA 31620","$289,900",3,2,"2,478sqft"
"2715 N Doublegate Dr, Albany, GA 31721","$284,900",5,3,"2,869sqft"
"602 Magnolia Dr, Waycross, GA 31501","$294,900",3,2.5+,"4,192sqft"
"843 N Brickyard Rd, Hinesville, GA 31313","$145,000",3,2,"1,040sqft"
"7118 Hillcrest Chase Dr, Austell, GA 30168","$260,000",3,3,"1,581sqft"
"4080 Thigpen Rd, Waycross, GA 31503","$277,000",2,2,"1,458sqft"
"2719 Martin Dr, Donalsonville, GA 39845","$24,900",1,1,600sqft
"94 Grove Pl, Temple, GA 30179","$280,000",4,2,"1,901sqft"
"6381 Maddox Rd, Morrow, GA 30260","$235,000",3,2,"1,640sqft"
"3304 Somerset Pl, Augusta, GA 30909","$599,000",5,4.5,"4,029sqft"
"2204 Mason Dr, Savannah, GA 31404","$298,900",3,2.5,"1,518sqft"
"214 Corley Cir, Grovetown, GA 30813","$408,450",5,4,"4,266sqft"
"296 Hornhead Dr, Martinez, GA 30907","$185,000",3,2.5,"1,495sqft"
"4 Village Ln, Newnan, GA 30265","$325,000",3,2.5,"2,394sqft"
"829 Wytower Trl, Norcross, GA 30093","$269,000",3,2,"1,552sqft"
"215 Morgan Ranch Cir, Bonaire, GA 31005","$365,000",4,2.5,"2,698sqft"
"119 E River Cane Run, Perry, GA 31069","$299,000",5,3,"2,655sqft"
"5484 Windy Creek Ln NW, Norcross, GA 30071","$250,000",4,2.5+,"1,799sqft"
"11495 US Highway 17, Townsend, GA 31331","$560,000",3,2,"1,850sqft"
"1812 Hazel Dr, Valdosta, GA 31602","$169,900",3,2,"1,360sqft"
"58 Manors Mill Ct, Dallas, GA 30157","$332,000",5,3,"1,519sqft"
"567 Deer Run Trl, Murrayville, GA 30564","$795,000",3,3.5,"2,830sqft"
"1103 Mary St, Waycross, GA 31503","$80,000",2,2,"1,260sqft"
"80 Evan Wade Ct NE, Ludowici, GA 31316","$351,203",3,2.5,"2,489sqft"
"85 Evan Wade Ct NE, Ludowici, GA 31316","$454,559",4,3,"4,049sqft"
"7535 Scarlet Dr, Alpharetta, GA 30005","$615,000",4,3.5,"2,948sqft"
"British Mills 5050 Calgary Drive, DOUGLASVILLE, GA 30135","From$356,990",5,3,"2,511sqft"
"3630 Peachtree Rd NE Unit 2005, Atlanta, GA 30326","$995,000",2,2,"1,659sqft"
"British Mills 5050 Calgary Drive, DOUGLASVILLE, GA 30135","From$348,990",4,2.5,"2,340sqft"
"Forest Berry Ct Unit 1, Newnan, GA 30265","$742,000",4,4,No display data
"British Mills 5050 Calgary Drive, DOUGLASVILLE, GA 30135","From$366,990",5,2.5,"2,711sqft"
"734 Courtland Ln, Harlem, GA 30814","$439,900",5,4,"3,275sqft"
"981 Fellowship Rd, Fairburn, GA 30213","$307,500",4,2.5,"1,915sqft"
"958 Fellowship Rd Unit 33, Fairburn, GA 30213","$332,375",5,3,"2,224sqft"
"979 Fellowship Rd Unit 107, Fairburn, GA 30213","$308,800",4,2.5,"2,165sqft"
No display data,"$1,238,606",4,4.5,"3,094sqft"
"65 Vista Chalet Dr, Ellijay, GA 30540","$289,900",3,3,No display data
"794 Heritage Oaks Dr, Stone Mountain, GA 30088","$134,999",2,2.5,"1,252sqft"
"The Pines at New Hampstead 309 Turpentine Trail, Savannah, GA 31302","From$305,990",4,2.5,"2,340sqft"
"314 Sierra Ln, Blue Ridge, GA 30513","$599,900",3,2,"3,204sqft"
"The Pines at New Hampstead 309 Turpentine Trail, Savannah, GA 31302","From$298,990",4,2.5,"2,164sqft"
"586 Rockville Springs Dr, Eatonton, GA 31024","$729,900",2,2,"1,727sqft"
"The Pines at New Hampstead 309 Turpentine Trail, Savannah, GA 31302","From$263,990",3,2,"1,343sqft"
"36 Deep Cove Rd, Blue Ridge, GA 30513","$424,900",3,2,No display data
"Sosebee Creek 2400 Lumpkin Camp Ground Road S., Dawsonville, GA 30534","From$396,990",5,3,"2,804sqft"
"The Pines at New Hampstead 309 Turpentine Trail, Savannah, GA 31302","From$281,990",4,2,"1,774sqft"
"Ridgewater 874 Lakehaven Lane, Loganville, GA 30052","From$399,900",5,3,"3,229sqft"
"The Pines at New Hampstead 309 Turpentine Trail, Savannah, GA 31302","From$277,990",3,2,"1,618sqft"
"2255 Peachtree Rd NE Unit 722, Atlanta, GA 30309","$275,000",2,1.5,930sqft
"The Pines at New Hampstead 309 Turpentine Trail, Savannah, GA 31302","From$334,990",5,3.5,"2,713sqft"
"C Dills Rd, Blue Ridge, GA 30513","$989,000",4,3,"4,492sqft"
"Sosebee Creek 2400 Lumpkin Camp Ground Road S., Dawsonville, GA 30534","From$381,990",4,2.5,"2,340sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$430,990",5,3,"2,950sqft"
"Sosebee Creek 2400 Lumpkin Camp Ground Road S., Dawsonville, GA 30534","From$387,990",5,3,"2,511sqft"
"Sosebee Creek 2400 Lumpkin Camp Ground Road S., Dawsonville, GA 30534","From$366,990",4,2,"1,774sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$383,990",3,2,"1,835sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$451,990",3,2,"1,835sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$388,990",4,3,"2,001sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$442,990",5,4.5,"3,252sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$495,990",5,3,"2,950sqft"
"The Georgian 31 Woodburn Drive, Villa Rica, GA 30180","From$420,990",4,3.5,"3,363sqft"
"British Mills 5050 Calgary Drive, DOUGLASVILLE, GA 30135","From$382,990",5,3,"3,209sqft"
"Brookview 5315 Coltman Drive, Cumming, GA 30028","From$454,900",4,2.5,"3,214sqft"
"Sosebee Creek 2400 Lumpkin Camp Ground Road S., Dawsonville, GA 30534","From$370,990",4,2.5,"2,174sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$381,990",3,2.5,"1,858sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$461,990",4,2.5,"2,345sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$470,990",4,2.5,"2,479sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$400,990",4,2.5,"2,345sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$505,990",5,4.5,"3,252sqft"
"The Woods at Dawson 163 Magnolia Drive, Dawsonville, GA 30534","From$409,990",4,2.5,"2,479sqft"
"Sosebee Creek 2400 Lumpkin Camp Ground Road S., Dawsonville, GA 30534","From$379,990",5,3,"2,361sqft"
"Brookmeade 8130 Wild Violet Dr, Cumming, GA 30040","From$850,995",5,4,"3,830sqft"
"Northfield 4849 Pittman Rd, Cumming, GA 30040","From$840,995",5,4,"3,830sqft"
"Sterling on the Lake - The Overlook 6706 Moondancer Court, Flowery Branch, GA 30542","From$463,990",4,3,"2,796sqft"
"Milton Overlook 231 Milton Overlook Pass, Woodstock, GA 30188","From$780,995",5,4,"3,830sqft"
"Beckham Place at Morningside 1797 Piedmont Ave NE, Atlanta, GA 30324","From$724,995",3,3.5,"2,044sqft"
"Beckham Place at Morningside 1797 Piedmont Ave NE, Atlanta, GA 30324","From$639,995",3,3.5,"1,768sqft"
"Emerson on Krog 49 Krog St NE, Atlanta, GA 30307","From$1,505,900",5,4.5,"3,317sqft"
"114 Fisher St, Warner Robins, GA 31093","$199,700",4,2,"1,848sqft"
"120 Browder St, Odum, GA 31555","$149,900",3,2,"1,520sqft"
"257 Katherine Ct, Carrollton, GA 30117","$199,900",2,2,"1,640sqft"
"7249 Rockmart Hwy, Dallas, GA 30132","$339,900",3,2.5,"2,756sqft"
"430 Davis Rd, Stockbridge, GA 30281","$296,000",4,3,"2,381sqft"
"5606 Yeager Ridge Dr, Douglasville, GA 30135","$350,000",4,2.5,"2,426sqft"
"22 S Foss St, Statesboro, GA 30458","$129,999",3,1,"1,325sqft"
"613 Sleeping Meadow Ln, Bethlehem, GA 30620","$355,000",4,2.5,"2,606sqft"
"21 N Oak Rd, Richmond Hill, GA 31324","$265,000",4,2,"1,803sqft"
"8505 Ridge Rd, Fairburn, GA 30213","$300,000",3,2,"1,812sqft"
"75 Falcons Xing, Covington, GA 30016","$280,000",4,2.5,"1,599sqft"
"218 Dove Ct, Loganville, GA 30052","$315,000",4,3,"2,143sqft"
"3989 Woodland Cir SE, Conyers, GA 30013","$270,000",4,2.5,"1,898sqft"
"765 Beech Valley Rd, Lithia Springs, GA 30122","$420,000",3,3.5,"3,453sqft"
"6309 Shoreview Cir, Flowery Branch, GA 30542","$260,000",2,2.5,"1,464sqft"
"38 Homestead Dr, Dallas, GA 30157","$425,000",5,4,"3,294sqft"
"260 Channings Lake Dr, Lawrenceville, GA 30043","$420,000",4,2.5,"3,980sqft"
"6777 Ravines Ct, Stone Mountain, GA 30087","$352,000",4,3.5,"2,430sqft"
"2509 Swallows Cove Trl, Hiawassee, GA 30546","$370,000",2,2,"1,504sqft"
"6496 Tumlin St, Lithia Springs, GA 30122","$213,000",2,1,No display data
"140 Highway 82, Jefferson, GA 30549","$281,000",3,2,"1,364sqft"
"130 Chimney Ridge Ln, Covington, GA 30014","$370,000",3,2,"2,299sqft"
"1688 Posey Rd, Young Harris, GA 30582","$565,000",3,2,No display data
"158 Arnold Ln, Hiram, GA 30141","$255,000",3,2,"1,208sqft"
"8235 Gracen Dr, Gainesville, GA 30506","$436,000",4,3,"2,554sqft"
"1439 Dillard Heights Dr, Bethlehem, GA 30620","$350,000",3,2.5,"1,963sqft"
"3765 High Point Ln SW, Atlanta, GA 30331","$417,000",5,2.5,"2,363sqft"
"101 West Dr, Cartersville, GA 30120","$259,900",3,1,"1,380sqft"
"537 Navarre Dr, Stone Mountain, GA 30087","$287,000",3,2,"1,669sqft"
"3920 Brittan Glade Trl, Snellville, GA 30039","$332,000",3,2,"1,929sqft"
"40 Sheraton Way SW, Mableton, GA 30126","$270,000",3,2.5,"1,431sqft"
"1718 Olde Oak Dr, Lithia Springs, GA 30122","$275,000",3,2,"1,176sqft"
"2511 Mississippi Ave, Savannah, GA 31404","$225,000",3,2,"1,040sqft"
"5515 Chestwick Pl, Cumming, GA 30040","$425,000",3,2.5,"2,340sqft"
"47 Ollie St NW, Atlanta, GA 30314","$359,900",3,2,"1,302sqft"
"3648 S Marlborough Dr, Tucker, GA 30084","$355,000",3,2,"1,848sqft"
"5281 Riva Ridge Ln, Norcross, GA 30093","$317,000",3,2,"1,448sqft"
"3115 Conrad Dr, Lawrenceville, GA 30044","$340,000",3,2,"1,620sqft"
"1487 Peachtree Battle Ave NW, Atlanta, GA 30327","$2,750,000",5,5.5+,"4,700sqft"
"1845 Stanton St, Decatur, GA 30032","$320,000",2,2,"1,190sqft"
"110 Shadburn Ferry Rd, Buford, GA 30518","$875,000",5,3.5,"3,716sqft"
"441 Broder Farms Dr Unit 16, Stockbridge, GA 30281","$241,010",3,2.5,"1,461sqft"
"1221 Hightower Rd, Hogansville, GA 30230","$189,900",3,2,"1,403sqft"
"1540 Oakview Dr, Griffin, GA 30223","$199,900",3,2.5,"2,243sqft"
"60 Crooked Crk, Covington, GA 30016","$307,000",3,3,"2,107sqft"
"3232 Bridgewood Dr, Macon, GA 31216","$254,900",3,2.5,"1,800sqft"
"200 Station Way, Adairsville, GA 30103","$225,000",3,2,No display data
"3276 Bridgewood Dr, Macon, GA 31216","$259,900",3,2.5,"1,800sqft"
"282 Brandon Woods Cir, Hiram, GA 30141","$340,000",3,2,"2,467sqft"
"289 Queen Helen Ln, Jonesboro, GA 30236","$200,000",4,2,975sqft
"244 Nellrose Ln, Dallas, GA 30132","$313,000",3,2,"1,949sqft"
"1063 Redford Dr SE, Atlanta, GA 30315","$237,500",3,2,No display data
"643 Hart Rd, Dallas, GA 30157","$239,000",3,2,No display data
"88 Paradise Trl, Douglasville, GA 30134","$279,900",3,2,"1,334sqft"
"304 Daniel Trent Way, Kingsland, GA 31548","$279,900",3,2,"1,598sqft"
"2448 Basin, Gainesville, GA 30506","$321,000",3,2.5,"1,428sqft"
"255 Hampton Oaks Cir, Villa Rica, GA 30180","$284,900",3,2,"1,738sqft"
"713 Wisteria Way, Lagrange, GA 30240","$298,500",3,2,"1,758sqft"
"1520 Willow Creek Ct, Snellville, GA 30078","$365,000",4,2.5,"2,376sqft"
"60 Trailwood Gap, Douglasville, GA 30134","$395,300",5,3,"1,724sqft"
"2089 Rock Creek Rd, Buford, GA 30519","$374,900",4,3,"2,557sqft"
"3111 Jones St, East Point, GA 30344","$275,000",4,2.5,"1,520sqft"
"953 Mystic Way Unit 201, Hampton, GA 30228","$560,763",5,4,"3,846sqft"
"401 16th St NW Unit 1463, Atlanta, GA 30363","$205,000",1,1,800sqft
"3388 Wickham Dr, Decatur, GA 30032","$240,000",3,1.5,"1,418sqft"
"66 Collins, Douglasville, GA 30134","$275,000",3,2,"1,157sqft"
"807 Eggie Ct, McDonough, GA 30252","$399,900",3,2,"2,562sqft"
"1082 Canter Bnd, Bogart, GA 30622","$250,000",3,2,"1,247sqft"
"3509 Habersham Club Dr, Cumming, GA 30041","$432,000",4,2,"2,931sqft"
"621 Spring Bluff Ct SW, Marietta, GA 30064","$325,000",3,2,"1,753sqft"
"2936 Cheryl Ct, Acworth, GA 30102","$333,000",3,3,"2,064sqft"
"1801 Ivy Breeze Ct, Grayson, GA 30017","$416,000",5,3,"2,421sqft"
"3031 Courtney Dr SW, Marietta, GA 30060","$332,000",3,2.5,"1,904sqft"
"46 Maddox Rd SE, Acworth, GA 30102","$340,000",3,2,"1,493sqft"
"920 Old Spring Way, Sugar Hill, GA 30518","$337,000",3,3,"1,586sqft"
"4104 Oak Crest Dr, Tucker, GA 30084","$400,000",3,2,"1,782sqft"
"2014 Sugar Rd, Woodstock, GA 30188","$399,900",3,2,No display data
"3015 Pete Shaw Rd, Marietta, GA 30066","$550,000",3,2,No display data
"3627 Stonewall Ct SE, Atlanta, GA 30339","$313,000",3,2.5,"1,680sqft"
"1978 Spink St NW, Atlanta, GA 30318","$375,000",3,2,"1,248sqft"
"121 Grove Park Ln, Woodstock, GA 30189","$333,000",2,2,"1,216sqft"
"150 Springtree Rd, Athens, GA 30605","$279,900",3,2,"1,600sqft"
"2146 Waycross Ln Unit 57, Dacula, GA 30019","$364,380",4,2,No display data
"453 Broder Farms Dr Unit 10, Stockbridge, GA 30281","$234,010",3,1.5+,"1,461sqft"
"200 Crestwood Ter, Warner Robins, GA 31088","$117,000",4,3,"2,188sqft"
"460 Chandler Rd, Trion, GA 30753","$159,900",3,2,"1,280sqft"
"160 Pearl Dr NE, Milledgeville, GA 31061","$260,000",4,2,"2,396sqft"
"123 Bridgewater Dr, Jackson, GA 30233","$274,900",3,2,"2,560sqft"
"111 W Liberty St, Claxton, GA 30417","$240,000",3,3,"3,191sqft"
"203 Devonwood Ln, Bremen, GA 30110","$229,900",3,2.5,"2,300sqft"
"244 Emerald Dr, Clarkesville, GA 30523","$174,900",3,1,"1,024sqft"
"1653 Winston Dr, Macon, GA 31206","$150,000",3,1.5,"1,431sqft"
"49 North Village Cir, Rydal, GA 30171","$372,892",5,3,"2,806sqft"
"8655 Gilmer Ft, Ball Ground, GA 30107","$675,000",5,4.5,"4,772sqft"
"30 Berkshire Run, Covington, GA 30016","$280,000",3,2,"2,342sqft"
"638 Post Dr, Stone Mountain, GA 30088","$226,900",3,2,"1,864sqft"
"904 Lost Creek Cir, Stone Mountain, GA 30088","$320,000",3,3,"2,768sqft"
"412 Haley Rd, Jackson, GA 30233","$299,900",2,2,"1,512sqft"
"92 Ethridge Way, Hartwell, GA 30643","$322,180",4,3,"2,068sqft"
"4548 Dawes Cir, Fairburn, GA 30213","$475,000",4,3.5,"5,415sqft"
"4725 Lost Colony Ct, Stone Mountain, GA 30088","$207,000",3,2,"1,120sqft"
"263 Stallion Trl, Riverdale, GA 30274","$250,000",4,3,"1,767sqft"
"1185 Regency Center Dr SWSW, Atlanta, GA 30331","$479,100",5,4,"4,241sqft"
"265 Williams Rd, Dallas, GA 30132","$249,900",4,2,"1,476sqft"
"5999 Nile Ct, Atlanta, GA 30349","$285,000",4,2.5,"2,128sqft"
"60 Fields Creek Way, Covington, GA 30016","$311,000",4,3,"1,680sqft"
"3925 Tugaloo River Dr, Duluth, GA 30097","$436,900",4,2.5,"2,556sqft"
"3144 Sherwood Oaks, Decatur, GA 30034","$377,000",4,2.5,"2,375sqft"
"6334 Woodland Station Dr, Lula, GA 30554","$325,600",4,3,"2,068sqft"
"102 Ethridge Way, Hartwell, GA 30643","$321,930",4,3.5,"2,231sqft"
"2862 Shillings Chase Ct NW, Kennesaw, GA 30152","$343,900",3,2.5,"2,172sqft"
"1674 Ellenwood Dr NE, Marietta, GA 30075","$421,200",4,2.5,"2,150sqft"
"165 Fairway Dr, Newnan, GA 30265","$399,000",4,2.5,"2,620sqft"
"1000 Haverhill Trl, Lawrenceville, GA 30044","$401,000",4,2.5,"2,633sqft"
"1716 Defoors Walk NW, Atlanta, GA 30318","$390,300",3,3.5,"1,716sqft"
"107 Regency Rd, Alpharetta, GA 30022","$333,300",2,2.5,"1,362sqft"
"5712 Boulder Ridge Ct, Flowery Branch, GA 30542","$545,900",4,3.5,"3,048sqft"
"11 Rumson Ct SE, Smyrna, GA 30080","$249,900",2,2,"1,250sqft"
"5468 Cameron Parc Dr, Alpharetta, GA 30022","$479,000",4,3.5,"2,812sqft"
"4979 Falcon Wood Trl NE, Marietta, GA 30066","$361,900",3,2.5,"1,807sqft"
"2210 Mainsail Dr, Marietta, GA 30062","$395,900",3,2.5,"2,049sqft"
"118 Millridge Dr, Lagrange, GA 30240","$480,000",4,3,"3,035sqft"
"637 E Pelham Rd NE, Atlanta, GA 30324","$1,070,000",5,3,"2,826sqft"
"1569 Brangus Dr Unit 225, Stockbridge, GA 30281","$375,685",5,3.5,"2,721sqft"
"109 Lester Rd SW, Lawrenceville, GA 30044","$699,000",5,3,No display data
"115 Cadence Trl, Canton, GA 30115","$724,900",3,3.5,No display data
"3695 Judson Bulloch Rd, Warm Springs, GA 31830","$379,000",5,2.5+,"3,712sqft"
"4701 Flat Shoals Rd Apt 53B, Union City, GA 30291","$75,000",3,2.5,"1,340sqft"
"3098 Parc Lorraine, Lithonia, GA 30038","$45,000",2,2,No display data
"676 Lakeview Dr, Gainesville, GA 30501","$325,000",3,2,"1,980sqft"
"1076 Carlisle Ave, Macon, GA 31204","$110,000",3,1,"1,025sqft"
"1122 Rainey Lake Rd, Buchanan, GA 30113","$379,000",5,3,"3,072sqft"
"886 SE Wells Cir, Smyrna, GA 30080","$260,000",3,2,No display data
"6335 Polar Cir, Flowery Branch, GA 30542","$335,000",4,2.5,"2,572sqft"
"112 Nandina Way, Pooler, GA 31322","$260,000",3,2,"1,405sqft"
"1335 Alcovy Station Rd, Covington, GA 30014","$229,900",2,1,"1,444sqft"
"567 Marshall Fuller Rd, Dallas, GA 30157","$275,000",3,2,No display data
"84 Alder Dr, Newnan, GA 30263","$319,000",4,2,"1,884sqft"
"108 E River Cane Run, Perry, GA 31069","$294,900",5,3,"2,250sqft"
"498 Jep Wheeler Ln, Woodstock, GA 30188","$625,000",3,2.5,"2,260sqft"
"7230 Ono Rd, Palmetto, GA 30268","$899,900",6,4.5,"3,969sqft"
"270 N Burnt Hickory Rd, Douglasville, GA 30134","$685,000",6,4.5,"4,812sqft"
"669 Rocky Plains Rd, Covington, GA 30016","$429,900",3,2,No display data
"2795 Lakeside Trl, Cumming, GA 30041","$448,700",3,2,"2,889sqft"
"6 Ivy Grove Way, Dallas, GA 30132","$339,900",3,2.5,"2,060sqft"
"402 Smallwood Ln, Douglasville, GA 30134","$355,200",3,2,"2,071sqft"
"102 Kingston Cir, Carrollton, GA 30117","$374,914",4,3.5,"2,805sqft"
"542 S Candler St, Decatur, GA 30030","$687,000",2,2,"2,149sqft"
"610 Morning Creek Ln, Suwanee, GA 30024","$457,900",4,2.5,"2,388sqft"
"109 Cedar Way, Carrollton, GA 30117","$354,914",4,3.5,"2,575sqft"
"116 Middleton Dr, Peachtree City, GA 30269","$650,000",4,3.5,"3,227sqft"
"122 Cedar Way, Carrollton, GA 30117","$364,914",4,2.5,"2,722sqft"
"442 Smallwood Ln, Douglasville, GA 30134","$359,900",4,3,"2,148sqft"
"118 Cedar Way, Carrollton, GA 30117","$359,914",4,3,"2,612sqft"
"1564 Withmere Way, Dunwoody, GA 30338","$795,000",5,4.5,No display data
"126 Cedar Way, Carrollton, GA 30117","$374,914",4,3.5,"2,805sqft"
"190 Youngs Cir, Fayetteville, GA 30215","$497,100",4,2.5,"2,496sqft"
"113 Cedar Way, Carrollton, GA 30117","$374,914",4,3.5,"2,805sqft"
"1130 Plantation Point Dr, Greensboro, GA 30642","$2,595,000",4,3.5,"3,876sqft"
"124 Cedar Way, Carrollton, GA 30117","$344,914",4,3,"2,735sqft"
"107 Cedar Way, Carrollton, GA 30117","$344,914",4,3,"2,735sqft"
"115 Cedar Way, Carrollton, GA 30117","$344,914",4,3,"2,735sqft"
"440 Emmette Walker Rd, Blairsville, GA 30512","$1,100,000",5,4,"4,817sqft"
"455 Broder Farms Dr Unit 9, Stockbridge, GA 30281","$241,010",3,1.5+,"1,461sqft"
"117 Cedar Way, Carrollton, GA 30117","$369,914",4,3.5,"2,611sqft"
"101 Cedar Way, Carrollton, GA 30117","$334,914",3,2.5,"2,076sqft"
"116 Cedar Way, Carrollton, GA 30117","$334,914",3,2.5,"2,076sqft"
"2531 Hedgeway Cir, Kennesaw, GA 30144","$367,900",3,3.5,"2,088sqft"
"790 Emory Stephens Rd, Dahlonega, GA 30564","$195,000",1,1,800sqft
"132 Pleasant Hill Ct Unit 17, Warner Robins, GA 31088","$115,000",2,2,"1,468sqft"
"75 Harris Dr, Fort Valley, GA 31030","$88,000",4,2,No display data
"34 Ross Way, Richmond Hill, GA 31324","$250,000",3,2,"1,514sqft"
"3488 Majestic Ct Unit 343, Macon, GA 31217","$84,900",5,2,900sqft
"2975 White Rd NE, Conyers, GA 30012","$182,400",3,2,No display data
"405 Whaleys Lake Dr, Jonesboro, GA 30238","$289,000",4,3,No display data
"130 E Chandler St, Carrollton, GA 30117","$160,000",3,1,"1,000sqft"
"2107 Alaska St, Savannah, GA 31404","$178,000",3,1,960sqft
"1310 Timber Dr, Loganville, GA 30052","$315,000",3,2,"1,624sqft"
"3215 Fairington Dr, Lithonia, GA 30038","$129,900",2,2,No display data
"1065 SE Peeples St, Atlanta, GA 30310","$199,000",3,1,"1,518sqft"
"5142 Rosestone Dr NW, Lilburn, GA 30047","$249,900",3,2,"1,120sqft"
"2030 Stonebrook Cir, Austell, GA 30106","$362,900",6,3,"2,430sqft"
"1110 N Patterson St, Valdosta, GA 31601","$635,000",4,3.5,"4,252sqft"
"2562 Kings Pistol Ct, Grayson, GA 30017","$385,000",4,3,"1,802sqft"
"104 Kingston Cir, Carrollton, GA 30117","$359,914",4,3,"2,612sqft"
"1312 Wallace St, Augusta, GA 30901","$42,500",2,1,984sqft
"148 Nizzear Ln, Carrollton, GA 30117","$135,000",5,3.5,"1,968sqft"
"420 Smallwood Ln, Douglasville, GA 30134","$329,200",3,2,"1,711sqft"
"1985 Lake Sorrento Dr, Conyers, GA 30012","$410,999",3,2.5,No display data
"1025 Bass Ct, Lawrenceville, GA 30043","$349,900",3,2,"1,632sqft"
"103 Cedar Way, Carrollton, GA 30117","$364,914",4,2.5,"2,722sqft"
"111 Cedar Way, Carrollton, GA 30117","$344,914",4,2.5,"2,655sqft"
"36 Trina Trl, Douglasville, GA 30134","$399,400",4,2.5,"2,423sqft"
"306 Westminster Dr, Canton, GA 30114","$316,900",3,2.5,"1,684sqft"
"3324 Peachtree Rd NE Unit 2801, Atlanta, GA 30326","$499,999",2,2,"1,223sqft"
"4177 Browning Chase Dr, Tucker, GA 30084","$410,000",3,2,"1,708sqft"
"1049 Astor Ave SW, Atlanta, GA 30310","$375,000",3,2.5,"1,800sqft"
"1957 Benson Ave SE, Smyrna, GA 30080","$399,999",3,2.5,"2,800sqft"
"648 Will Hambrick Rd, Cleveland, GA 30528","$549,900",3,1,"1,344sqft"
"408 Maple St, Saint Simons Island, GA 31522","$675,000",4,3,"2,730sqft"
"712 Broken Arrow, Waleska, GA 30183","$413,213",3,2,"1,891sqft"
"2217 Pelham Pass Unit 62, Dacula, GA 30019","$382,830",4,2.5,No display data
"2795 Peachtree Rd NE Unit 1109, Atlanta, GA 30305","$610,000",2,2.5,"1,680sqft"
"Reverie at East Lake Bryans Drive East Lake Road, McDonough, GA 30252","From$482,978",4,3.5,"2,655sqft"
"1929 Ford St NW, Atlanta, GA 30318","$509,900",3,2.5,"1,910sqft"
"2227 Pelham Pass Unit 61, Dacula, GA 30019","$383,930",4,2.5,"2,338sqft"
"1659 Auburn Ridge Way, Dacula, GA 30019","$389,500",2,2,"1,869sqft"
"150 Church St, Lilly, GA 31051","$69,000",3,2,"1,800sqft"
"Towne Lake Hills 2200 Towne Lake Hills S Drive, Woodstock, GA 30189","From$429,990",3,3.5,"2,295sqft"
"1410 Branch Dr, Tucker, GA 30084","$155,000",2,2,"1,170sqft"
"641 Peaceful Valley Dr, Cleveland, GA 30528","$460,000",4,2.5,"2,796sqft"
"Towne Center 11695 Brightside Parkway, Hampton, GA 30228","From$260,900",3,2.5,"1,704sqft"
"4713 Forrest Oak Ln, Lake Park, GA 31636","$299,000",4,2,"1,920sqft"
"Camp Creek Village 4943 Zoya Ct., Atlanta, GA 30331","From$377,900",5,3,"3,169sqft"
"636 Oak Shadow Ln, Ellijay, GA 30536","$1,300,000",3,3.5,"3,625sqft"
"Barnsley Farms 7 Belvoir Place, Senoia, GA 30276","From$484,900",5,3.5,"3,560sqft"
"876 Teton Ave SE, Atlanta, GA 30312","$370,000",3,1,"1,050sqft"
"Barnsley Farms 7 Belvoir Place, Senoia, GA 30276","From$469,900",5,3.5,"3,420sqft"
"Barnsley Farms 7 Belvoir Place, Senoia, GA 30276","From$519,900",5,4,"4,063sqft"
"Barnsley Farms 7 Belvoir Place, Senoia, GA 30276","From$514,900",5,3.5,"3,909sqft"
"The Georgian 31 Woodburn Drive, Villa Rica, GA 30180","From$404,990",4,3,"3,236sqft"
"Bethany Manor 4016 Bethany Manor Drive, Snellville, GA 30039","From$419,990",4,2.5,"2,950sqft"
