Address,Price,Beds,Baths,Sizes
"59 Cypress Loop, Staten Island, NY 10309","$549,000",3,2.5,"1,540sqft"
"139 Titus Ave, New York City, NY 10306","$587,000",3,3,"1,530sqft"
"119-58 178th St, Jamaica, NY 11434","$679,000",3,2,No display data
"99-05 63 Dr Unit 9P, Rego Park, NY 11374","$295,000",1,1,No display data
"35-53 77 St Unit 5J, Jackson Heights, NY 11370","$499,000",1,1,950sqft
"555 Kappock St Apt 25J, New York City, NY 10463","$234,000",1,1,825sqft
"18-37 26th Ave, Astoria, NY 11102","$1,250,000",2,3,No display data
"2600 E 21st St Apt 1B, New York City, NY 11235","$279,000",1,1,800sqft
"214-16 112th Rd, Queens Village, NY 11429","$675,000",3,2.5,No display data
"121 Beach 61st St Unit 81A, Arverne, NY 11692","$569,000",3,2,"1,249sqft"
"520 W 28th St Unit 20, New York City, NY 10001","$15,000,000",4,4.5,"4,217sqft"
"258-18 149th Rd Unit 25818, Rosedale, NY 11422","$449,000",2,1.5,No display data
"495 E 7th St Apt 3E, New York City, NY 11218","$489,000",1,1,750sqft
"542 St Lawrence Ave, Bronx, NY 10473","$895,000",6,4,"1,968sqft"
"69-03 Juniper Blvd S, Middle Village, NY 11379","$1,197,000",6,4,"3,000sqft"
"139 Adelphi St, Fort Greene, NY 11201","$2,400,000",6,3,No display data
"144-43 Jewel Ave, Flushing, NY 11367","$799,000",3,1.5,No display data
"133 E 29th St, Brooklyn, NY 11226","$925,000",5,2.5,No display data
"6248 80th Rd, Glendale, NY 11385","$920,000",4,2,"1,622sqft"
"68-12 53rd Dr, Maspeth, NY 11378","$1,149,000",4,2,No display data
"15 Hudson Yards Ph 84A, New York City, NY 10001","$13,845,000",4,4.5,"3,385sqft"
"350 W 42nd St Apt 25F, New York City, NY 10036","$999,000",1,1,No display data
"70-25 Yellowstone Blvd Unit 7O, Forest Hills, NY 11375","$379,888",1,1,No display data
"37-15 93rd St, Jackson Heights, NY 11372","$1,725,000",8,6,No display data
"1059 3rd Ave Unit Ph, New York City, NY 10065","$16,500,000",4,5,"3,656sqft"
"350 W 42nd St Apt 22C, New York City, NY 10036","$999,000",1,1,663sqft
"31-35 Linden Pl Unit 2B, Flushing, NY 11354","$520,000",1,1,739sqft
"228 Martense St, Brooklyn, NY 11226","$1,229,000",5,3,No display data
"7306 178th St, Fresh Meadows, NY 11366","$1,179,899",3,2,No display data
"588 Madison St, Brooklyn, NY 11221","$3,500,000",5,3.5,"3,880sqft"
"9707 4th Ave Apt 7T, New York City, NY 11209","$599,000",1,1,900sqft
"181-69 Tudor Rd, Jamaica, NY 11432","$1,850,000",5,3,No display data
"350 E 82nd St Apt 5G, New York, NY 10028","$949,000",1,1,747sqft
"20-07 37th St, Astoria, NY 11105","$2,380,000",7,4,"2,886sqft"
"42-44 Crescent St Unit 1A, New York City, NY 11101","$2,390,000",1,1,No display data
"256 N 9th St Unit 2A, New York City, NY 11211","$1,595,000",2,2,"1,016sqft"
"375 Milton Ave, Staten Island, NY 10306","$569,999",3,1.5,"1,600sqft"
"89-28 155 Ave Units 28 & 2, Howard Beach, NY 11414","$319,000",3,1,No display data
"1970 E Tremont Ave Apt 8A, Bronx, NY 10462","$250,000",1,1,690sqft
"118-60 Metropolitan Ave Unit L, Kew Gardens, NY 11415","$210,000",1,1,No display data
"322 E 14th St Apt 3F, New York City, NY 10003","$535,000",1,1,No display data
"2942 W 5th St Apt 7C, Brooklyn, NY 11224","$475,000",2,1.5,"1,050sqft"
"812 Brinsmade Ave, Bronx, NY 10465","$720,000",5,1,"2,120sqft"
"448 Neptune Ave Apt 16C, Brooklyn, NY 11224","$525,000",1,1,"1,050sqft"
"41-41 41st St Unit 5, Sunnyside, NY 11104","$435,000",1,1,800sqft
"820 Ocean Pkwy Apt 317, New York City, NY 11230","$500,000",2,2,No display data
"5424 Arlington Ave Apt H54, Bronx, NY 10471","$255,000",1,1,No display data
"4641 Bedford Ave Apt 3B, Brooklyn, NY 11235","$475,000",2,1.5,734sqft
"4260 Broadway Apt 403, Manhattan, NY 10033","$680,000",3,1,No display data
"9917 Shore Rd Apt 2A, Brooklyn, NY 11209","$875,000",2,2,"25,707sqft"
"2209 Knapp St Apt 5D, Brooklyn, NY 11229","$279,000",2,1,900sqft
"547 W 47th St Unit 1103, New York, NY 10036","$1,335,000",1,1,664sqft
"819 E 213th St, Bronx, NY 10467","$795,000",6,3,No display data
"133 E 30th St Apt 5D, Manhattan, NY 10016","$1,150,000",2,2,No display data
"102-21 63rd Rd Unit A23, Forest Hills, NY 11375","$309,000",1,1,800sqft
"547 W 47th St Unit 1110, New York, NY 10036","$1,995,000",2,2,880sqft
"4667 Parsons Blvd, Flushing, NY 11355","$1,288,000",4,3.5,No display data
"160-24 87th St, Jamaica, NY 11414","$895,000",4,2,No display data
"89-28 155th Ave Units 28 & 2, New York City, NY 11414","$319,000",3,1,No display data
"31-15 85th St, East Elmhurst, NY 11370","$1,375,000",7,4.5+,No display data
"547 W 47th St Unit 803, New York City, NY 10036","$1,225,000",1,1,664sqft
"4204 Foster Ave, New York City, NY 11203","$799,000",5,2.5,"2,520sqft"
"161 W 61st St Apt 11C, New York City, NY 10023","$1,238,000",1,1,786sqft
"50 Riverside Blvd Apt 6U, New York, NY 10069","$2,325,000",2,2.5,"1,221sqft"
"9540 147th Pl, Jamaica, NY 11435","$1,099,000",3,2,No display data
"138-31 58 Rd Unit 1B, Flushing, NY 11354","$788,000",3,2,862sqft
"16 W 16th St Apt 14AS, New York, NY 10011","$899,000",1,1,No display data
"15 Broad St Apt 2614, New York, NY 10005","$1,425,000",1,1,"1,105sqft"
"358 Bryson Ave, Staten Island, NY 10314","$949,500",4,2,"1,043sqft"
"431 Broome St Unit Building, New York, NY 10013","$19,990,000",14,17,"10,000sqft"
"1270 Fifth Ave Unit 2E, New York, NY 10029","$749,000",2,1,No display data
"350 W 50th St Ph 3C, New York City, NY 10019","$1,895,000",2,2.5,"1,208sqft"
"1400 5th Ave Phs 7 & 8O, New York City, NY 10026","$1,639,000",3,3,"1,658sqft"
"450 Warren St Unit 4D, New York City, NY 11217","$1,750,000",2,2,"1,285sqft"
"1 W End Ave Apt 28D, New York City, NY 10023","$3,500,000",2,2.5,"1,570sqft"
"15 W 61st St Apt 11E, New York City, NY 10023","$1,905,000",1,1,777sqft
"4320 Van Cortlandt Park E Apt 2T, Bronx, NY 10470","$149,900",1,1,750sqft
"301 E 63rd St Apt 16F, New York City, NY 10065","$575,000",2,1,No display data
"1532 Commonwealth Ave, Bronx, NY 10460","$730,000",6,3,"2,184sqft"
"921 E 103rd St, Brooklyn, NY 11236","$925,000",5,3.5,"2,887sqft"
"68-12 Burns St Unit E1, Forest Hills, NY 11375","$460,000",2,1,No display data
"60-70 60th St, Maspeth, NY 11378","$899,999",4,3,No display data
"144-14 Union Tpke Unit 2GC, Briarwood, NY 11435","$289,000",1,1,No display data
"2165 Brigham St Apt 2H, Brooklyn, NY 11229","$164,000",1,1,750sqft
"1 Main St Unit 14TH, New York City, NY 11201","$9,995,000",3,3.5,"3,208sqft"
"69-54 138th St Unit A, Kew Gardens Hills, NY 11367","$285,000",1,1,No display data
"244 Madison Ave Apt 15B, New York, NY 10016","$630,000",1,1,No display data
"49 Chambers St Apt 9G, New York, NY 10007","$1,725,000",1,1.5,"1,149sqft"
"142-20 26th Ave Unit 4C, Flushing, NY 11354","$299,000",2,1,900sqft
"141-05 Cherry Ave Unit 7A, Flushing, NY 11355","$598,000",2,2,No display data
"53-81 62nd St, Maspeth, NY 11378","$785,000",2,1.5,No display data
"8425 Elmhurst Ave Apt 6O, Elmhurst, NY 11373","$399,000",1,1,No display data
"25 Fingerboard Rd, Staten Island, NY 10305","$725,000",1,1,"1,376sqft"
"32-21 146th St, Flushing, NY 11354","$1,980,000",8,3.5,No display data
"476 Broadway Ste 4F, New York, NY 10013","$6,995,000",4,3,"4,034sqft"
"201 E 25th St # C, New York, NY 10010","$750,000",1,1,No display data
"83-06 Vietor Ave Unit 5O, Elmhurst, NY 11379","$378,000",1,1,850sqft
"166 Mulberry St Apt 1D, New York, NY 10013","$775,000",1,1,600sqft
"2147 Brigham St, Brooklyn, NY 11229","$1,899,999",6,4.5,"4,500sqft"
"254-19 87th Ave, Bellerose, NY 11426","$839,000",3,2,"1,671sqft"
"15 W 61st St Ph 31C, New York, NY 10023","$9,250,000",3,4.5,"2,216sqft"
"1662-1666 Stephen St, Ridgewood, NY 11385","$2,100,000",10,4,No display data
"159-26 Highland Ave, Jamaica, NY 11432","$999,000",4,2,No display data
"1844 85th St, Brooklyn, NY 11214","$1,768,888",6,4,"1,994sqft"
"322 E 151st St Unit Townhouse, Bronx, NY 10451","$1,499,999",4,4,No display data
"41-31 51st St Unit 7E, Woodside, NY 11377","$398,000",1,1,800sqft
"49 Chambers St Apt 17A, New York, NY 10007","$3,400,000",2,2,"1,806sqft"
"431 Broome St, New York City, NY 10013","$19,990,000",14,17,"10,000sqft"
"10 West St Apt 24G, New York, NY 10004","$2,900,000",2,2.5,"1,777sqft"
"930 Lincoln Pl, New York, NY 11213","$2,999,000",8,5,No display data
"1 Sutton Pl S Unit 2B, New York City, NY 10022","$3,350,000",2,2.5,No display data
"1037 40th St, Brooklyn, NY 11219","$1,299,000",7,3,"2,100sqft"
"137 Bay 23rd St, Brooklyn, NY 11214","$1,880,000",8,4.5,"3,003sqft"
"196 Orchard St Apt 4F, New York, NY 10002","$1,650,000",1,1,681sqft
"2922 Barnes Ave Apt 6B, Bronx, NY 10467","$129,000",1,1,750sqft
"2090 Barnes Ave Apt 6D, Bronx, NY 10462","$129,000",1,1,728sqft
"84-51 Beverly Rd Unit 6R, Kew Gardens, NY 11415","$395,000",1,1,"1,100sqft"
"74-48 220 St Unit 2, Bayside, NY 11364","$319,888",2,1,No display data
"150-95 Village Rd Unit 62GA, Kew Garden Hills, NY 11367","$299,000",1,1,No display data
"85-10 151st Ave Unit 2B, Howard Beach, NY 11414","$240,000",1,1,No display data
"357 E 57th St Apt 6B, New York City, NY 10022","$549,000",1,1,No display data
"127-15 Sidway Pl, Jamaica, NY 11434","$599,000",3,2,No display data
"124-23 135th Pl, South Ozone Park, NY 11420","$699,000",6,2,No display data
"44 Summerfield Pl, Staten Island, NY 10303","$649,900",3,1.5,"1,260sqft"
"2 Elmwood Park Dr Apt 602, Staten Island, NY 10314","$349,000",1,1,847sqft
"69-18 Juniper Valley Rd, Middle Village, NY 11379","$649,000",3,1,No display data
"220 E 60th St Apt 3L, New York, NY 10022","$728,000",1,1,No display data
"275 Webster Ave Apt 5B, Brooklyn, NY 11230","$449,000",2,1,900sqft
"3202 Nostrand Ave Apt 1N, Brooklyn, NY 11229","$279,000",1,1,850sqft
"2840 Brighton 4 St, Brooklyn, NY 11235","$688,000",2,2,No display data
"137-06 Laburnum Ave, Flushing, NY 11355","$1,399,000",4,2,No display data
"61-55 71st St, New York City, NY 11379","$1,399,000",5,3,"2,070sqft"
"171 Schenectady Ave, Crown Heights, NY 11213","$939,000",6,2,No display data
"2236 E 28th St, Brooklyn, NY 11229","$786,000",3,2,"1,624sqft"
"6925 Shore Rd Apt 2B, Brooklyn, NY 11209","$395,000",1,1,700sqft
"32-58 77th St, East Elmhurst, NY 11370","$1,185,000",5,3,No display data
"2400 Johnson Ave Apt 9D, Bronx, NY 10463","$324,900",1,1,750sqft
"85-04 63 Dr Unit 1E, Rego Park, NY 11374","$415,000",1,1,No display data
"171 W 79th St Unit 72, New York, NY 10024","$2,195,000",3,2,No display data
"15 W 61st St Apt 6A, New York, NY 10023","$6,400,000",4,4.5,"2,029sqft"
"182-37 Radnor Rd, Jamaica, NY 11432","$1,995,000",6,4,"2,651sqft"
"15 W 61st St Apt 15B, New York, NY 10023","$5,450,000",2,3.5,"1,494sqft"
"182-42 80th Dr, Jamaica, NY 11432","$2,098,888",5,3.5+,"3,650sqft"
"25 Central Park W Apt 6H, Manhattan, NY 10023","$1,095,000",1,1,750sqft
"15 W 61st St Apt 8A, New York, NY 10023","$4,900,000",3,3.5,"1,546sqft"
"14-18 117 St, College Point, NY 11356","$1,458,000",10,3.5,"2,652sqft"
"1015A President St Unit 4R, New York, NY 11225","$999,000",2,2.5,900sqft
"56 Leonard St Apt 16AE, New York, NY 10013","$2,995,000",1,1,"1,027sqft"
"15 W 61st St Apt 3G, New York, NY 10023","$1,800,000",1,1,694sqft
"15 W 61st St Apt 12E, New York, NY 10023","$1,925,000",1,1,777sqft
"3535 Kings College Pl Apt 6D, Bronx, NY 10467","$237,599",2,1,900sqft
"4131 Grace Ave, Bronx, NY 10466","$640,000",3,2.5,"1,734sqft"
"5503 31st Ave Apt 4O, Woodside, NY 11377","$305,000",1,1,No display data
"3065 Sedgwick Ave Apt 5B, Bronx, NY 10468","$215,000",1,1,700sqft
"427 Howe Ave, Bronx, NY 10473","$610,000",4,2,"1,594sqft"
"65 Woodcutters Ln, Staten Island, NY 10306","$599,999",4,1.5,"1,244sqft"
"84-51 Beverly Rd Unit 4R, Kew Gardens, NY 11415","$309,888",1,1,No display data
"183-15 144th Ave, Springfield Gardens, NY 11413","$619,000",3,2,"1,660sqft"
"147-54 Union Tpke Unit 16GB, Kew Gardens Hills, NY 11367","$399,000",2,1,No display data
"35-03 205 St Unit 329, Bayside, NY 11361","$329,000",2,1,740sqft
"100 Vanderbilt Ave, Staten Island, NY 10304","$849,000",2,1,"1,844sqft"
"116-29 Merrick Blvd, Jamaica, NY 11434","$925,000",6,4.5,"2,000sqft"
"3224 Tenbroeck Ave, Bronx, NY 10469","$650,000",4,2.5,"1,800sqft"
"139-39 35th Ave Unit 3C, Flushing, NY 11354","$609,000",2,1,No display data
"519 3rd St, New York City, NY 11215",$1,4,2,No display data
"10104 4th Ave Apt 3B, Brooklyn, NY 11209","$340,000",2,1,900sqft
"336 W End Ave Apt 1C, Manhattan, NY 10023","$920,000",2,2,No display data
"547 W 47th St Unit 702, New York, NY 10036","$1,300,000",1,1,665sqft
"20 Continental Ave Apt 6H, Queens, NY 11375","$618,000",1,1,No display data
"3-34 Parsons Blvd, Malba, NY 11357","$2,188,000",3,2.5,No display data
"17-32 Murray St, Whitestone, NY 11357","$1,580,000",2,1.5,No display data
"263 Bennett Ave Unit 3G, New York City, NY 10040","$589,000",2,1,No display data
"35-12 109th St, Corona, NY 11368","$1,300,000",9,3,No display data
"110-31 15th Ave, College Point, NY 11356","$1,275,000",7,3,"3,072sqft"
"33 Ovis Pl, Staten Island, NY 10306","$669,000",3,2,"1,232sqft"
"3210 Spencer Dr, Bronx, NY 10465","$995,000",6,2,"2,180sqft"
"161 E 91st St Unit 3EF, New York City, NY 10128","$1,395,000",3,2,"1,500sqft"
"17-20 154 St, Flushing, NY 11357","$1,365,000",4,2.5,No display data
"401 E 86th St Apt 9D, New York City, NY 10028","$735,000",1,1,750sqft
"941 Rogers Ave, Brooklyn, NY 11226","$879,999",5,2,"1,750sqft"
"443 Greenwich St Units 2 & 3E, New York, NY 10013","$13,995,000",3,5.5,"4,522sqft"
"110 3rd Ave Apt 18A, New York, NY 10003","$2,395,000",2,2,"1,165sqft"
"611 2nd St, New York City, NY 11215","$5,625,000",5,3.5,No display data
"27 Avenue V, Brooklyn, NY 11223","$1,488,000",8,2.5,"2,400sqft"
"16 W 19th St Apt 11C, New York, NY 10011","$2,995,000",3,3,"1,987sqft"
"110 Charlton St Apt 7A, New York City, NY 10014","$2,495,000",2,2,"1,375sqft"
"1936 E 34th St, Brooklyn, NY 11234","$650,000",3,1,994sqft
"109 E 79th St Ph 17, New York, NY 10075","$29,350,000",5,5.5,"6,548sqft"
"18 Hemlock St, Staten Island, NY 10309","$759,900",4,2.5,"2,496sqft"
"76 Houston Ln, Staten Island, NY 10302","$459,000",3,1.5,"1,060sqft"
"34-20 Parsons Blvd Unit 1L, Flushing, NY 11354","$399,000",2,1,No display data
"221-14 110th Ave, Queens Village, NY 11429","$789,000",5,2,No display data
"252-48 58th Ave Unit Lower, Little Neck, NY 11362","$250,000",1,1,650sqft
"12 E 82nd St, New York City, NY 10028","$52,000,000",4,7.5+,"12,000sqft"
"861 Bay Ridge Ave Apt 2A, Brooklyn, NY 11220","$739,000",3,2,"1,103sqft"
"56-31 Metropolitan Ave, Ridgewood, NY 11385","$1,269,000",3,1,"2,000sqft"
"50 Sutton Pl S Apt 9K, New York City, NY 10022","$740,000",1,1.5,No display data
"1803 Riverside Dr Apt 4K, New York City, NY 10034","$375,000",1,1,750sqft
"68-12B 224th St Unit B, Bayside, NY 11364","$338,000",3,1,No display data
"605 Park Ave Unit Ph, New York, NY 10065","$17,500,000",5,4.5,No display data
"10530 66th Ave Apt 6A, Forest Hills, NY 11375","$299,000",1,1,No display data
"360 E 72nd St Apt A502, New York, NY 10021","$745,000",1,1,No display data
"18-10/12 124 St, College Point, NY 11356","$1,788,000",8,6.5,No display data
"11 E 73rd St Unit 3AC, New York, NY 10021","$12,000,000",3,3,No display data
"5221 Arlington Ave, Bronx, NY 10471","$2,975,000",6,5,"3,092sqft"
"360 Cabrini Blvd Apt 5O, New York, NY 10040","$850,000",2,1,900sqft
"20-37 38th St, Long Island City, NY 11105","$1,588,000",8,4.5+,No display data
"130 William St Apt 24D, New York, NY 10038","$2,195,990",2,2,"1,227sqft"
"917 Lincoln Pl, Brooklyn, NY 11213","$1,799,000",6,3.5,"3,432sqft"
"891 Park Ave Fl 3, New York, NY 10075","$1,850,000",3,2.5,"1,800sqft"
"106 Spring St Apt 2N, New York, NY 10012","$5,995,000",1,2,"3,500sqft"
"1335 63rd St, Brooklyn, NY 11219","$2,188,000",5,3,No display data
"110-50 71st Rd Unit 5O, New York City, NY 11375","$750,000",2,2,"1,140sqft"
"822 Greenwich St Apt 2G, New York City, NY 10014","$3,500,000",2,2,"1,161sqft"
"162 16th St Apt 9C, Brooklyn, NY 11215","$1,050,000",2,2,927sqft
"240 Manhattan Ave Unit 18C, New York, NY 10026","$2,275,000",3,2,"1,256sqft"
"150 Columbus Ave Unit 25BC, New York, NY 10023","$6,750,000",4,4.5,"2,900sqft"
"111 Murray St Unit 61EAST, New York, NY 10007","$10,000,000",3,3.5,"3,197sqft"
"1 Prospect Park W Unit 3F, Brooklyn, NY 11215","$2,350,000",2,2,"1,596sqft"
"1 Prospect Park W Unit 5H, Brooklyn, NY 11215","$3,275,000",3,2,"1,832sqft"
"540 Avenue of the Americas Apt 3C, New York, NY 10011","$1,725,000",1,1.5,887sqft
"1 Prospect Park W Unit 8E, Brooklyn, NY 11215","$3,350,000",3,2,"1,711sqft"
"540 Sixth Ave Unit 5E, New York, NY 10011","$2,410,000",2,2,"1,093sqft"
"36-40 W 11th St Unit Townhouse, New York, NY 10011","$46,495,000",18,17,No display data
"1965 Broadway Apt 8K, New York City, NY 10023","$1,500,000",1,1,819sqft
"533 E 12th St Unit 7A, New York City, NY 10009","$1,295,000",1,1,685sqft
"199 Beechwood Ave, Staten Island, NY 10301","$488,000",3,2,"1,672sqft"
"101-21 93rd St, Ozone Park, NY 11416","$695,000",4,3.5,"1,300sqft"
"392 Preston Ave, Staten Island, NY 10312","$580,000",4,2,"1,200sqft"
"76-33 160th St, Fresh Meadows, NY 11366","$715,000",3,2,"1,168sqft"
"94-17 149th Ave, Ozone Park, NY 11417","$589,000",2,2,"1,024sqft"
"179 Ocean Pkwy Apt 3C, Kensington, NY 11218","$405,000",1,1,No display data
"107 Manchester Dr, Staten Island, NY 10312","$699,999",3,2.5,"1,914sqft"
"1254 Allerton Ave, Bronx, NY 10469","$695,000",5,2.5,"2,150sqft"
"551 W 161st St Unit Building, New York, NY 10032","$5,800,000",8,8,"4,800sqft"
"1520 Commonwealth Ave, Bronx, NY 10460","$849,999",5,2,"2,342sqft"
"74-52 220th St Fl 1, Bayside, NY 11364","$354,000",2,1,No display data
"1340 Chisholm St, Bronx, NY 10459","$699,000",5,2,"1,382sqft"
"140-15 183rd St, Springfield Gardens, NY 11413","$689,000",5,2,No display data
"215 E 19th St Apt 16D, New York, NY 10003","$10,970,000",3,4.5,"3,469sqft"
"400 E 56th St Apt 15M, New York, NY 10022","$629,000",1,1,No display data
"325 W 11th St Apt 5E, New York, NY 10014","$1,300,000",1,1,650sqft
"161 E 91st St Apt 3G, New York City, NY 10128","$625,000",1,1,No display data
"838 Greenwich St Ph E, Manhattan, NY 10014","$2,249,000",1,1.5,No display data
"133 Beach 116th St Apt 5J, Queens, NY 11694","$705,000",2,2,"1,200sqft"
"132-19 87th St, Ozone Park, NY 11417","$888,000",4,3,No display data
"216 E 47th St Apt 7A, New York, NY 10017","$1,350,000",2,2,No display data
"1040 Park Ave Unit 12E, New York, NY 10028","$4,500,000",4,4,No display data
"305 E 24th St Apt 9V, New York, NY 10010","$850,000",1,1,800sqft
"333 E 14th St Apt 16G, New York, NY 10003","$599,000",1,1,560sqft
"180 E End Ave Apt 4G, New York, NY 10128","$1,600,000",3,3,"2,300sqft"
"37-75 102nd St, Corona, NY 11368","$1,199,000",7,2,No display data
"65-38 Austin St Unit 3E, Rego Park, NY 11374","$548,000",1,1,588sqft
"322 E 151st St, New York City, NY 10451","$1,499,999",4,4,No display data
"133 Beach 116th St Apt 6G, Queens, NY 11694","$695,000",2,2,"1,127sqft"
"83-10 35th Ave Unit 6N, Queens, NY 11372","$950,000",3,2,"1,450sqft"
"143-26 41st Ave Unit 9A, Flushing, NY 11355","$768,000",2,2,No display data
"510 E 80th St Apt 14A, New York, NY 10075","$1,350,000",2,2,"1,044sqft"
"133 Beach 116th St Apt 4A, Queens, NY 11694","$735,000",2,2,"1,106sqft"
"157 E 32nd St Apt 8A, New York, NY 10016","$875,000",1,1,647sqft
"1138 Ocean Ave Apt 2E, Brooklyn, NY 11230","$880,000",2,2,"1,279sqft"
"641 Fifth Ave Unit 38H, New York, NY 10022","$3,950,000",2,2.5,"1,780sqft"
"133 Beach 116th St # D, Queens, NY 11694","$1,250,000",3,2,"1,433sqft"
"36-38 W 11th St Unit Townhouse, New York, NY 10011","$34,495,000",12,11,"12,000sqft"
"25 Quincy St Unit 3A, New York City, NY 11216","$1,665,000",2,2.5,"1,267sqft"
"38-40 W 11th St Unit Townhouse, New York, NY 10011","$28,500,000",12,12,"12,000sqft"
"15 W 61st St Apt 30B, New York City, NY 10023","$3,775,000",2,2,"1,155sqft"
"15 W 61st St Apt 30C, New York City, NY 10023","$2,195,000",1,1,836sqft
"54-44 Little Neck Pkwy Unit 1R, Little Neck, NY 11362","$439,000",2,2,No display data
"1940 E Tremont Ave Apt 5B, Bronx, NY 10462","$265,000",2,1,841sqft
"988 Adee Ave, Bronx, NY 10469","$619,000",5,2.5,"1,710sqft"
"756 Post Ave, Staten Island, NY 10310","$515,000",3,2.5,"1,360sqft"
"162-21 Powells Cove Blvd Unit 5A, Beechhurst, NY 11357","$442,000",2,1.5,"1,250sqft"
"69-09 108 St Unit 306, Forest Hills, NY 11375","$325,000",1,1,No display data
"540 Ellsworth Ave Apt B2, Bronx, NY 10465","$455,000",2,1.5,958sqft
"249-28 63 Ave Unit Lower, Little Neck, NY 11362","$235,000",1,1,No display data
"1165 E 54th St Apt 1C, Brooklyn, NY 11234","$199,000",1,1,958sqft
"72-61 113th St Unit 5M, Forest Hills, NY 11375","$420,000",2,1,No display data
"967 Hylan Blvd, Staten Island, NY 10305","$799,999",3,2,"2,047sqft"
"3520 Tryon Ave Apt 509, Bronx, NY 10467","$197,000",1,1,750sqft
"143-41 84th Dr Unit 1A, Jamaica, NY 11435","$449,999",1,1,No display data
"2373 Ocean Pkwy Apt 1E, Brooklyn, NY 11223","$449,000",2,1.5,"1,200sqft"
"135 Merrick Ave, Staten Island, NY 10301","$1,495,000",4,3.5,"2,861sqft"
"2317 Bassford Ave, Bronx, NY 10458","$569,000",3,2.5,No display data
"50 Bridge Park Dr Ph 2A, New York City, NY 11201","$10,000,000",4,3.5,"3,553sqft"
"321 W 110th St Apt 7A, New York City, NY 10026","$3,500,000",3,3,"1,365sqft"
"54-30 153rd St, Flushing, NY 11355","$1,050,000",4,2,No display data
"85-12 250 St, Bellerose, NY 11426","$675,000",3,1,"1,188sqft"
"63-33 76th St, Middle Village, NY 11379","$758,888",3,1.5,No display data
"550 Fort Washington Ave Apt 5A, New York, NY 10033","$550,000",3,1,No display data
"601 Surf Ave Apt 1E, Brooklyn, NY 11224","$675,000",2,1,921sqft
"3345 92nd St Apt 5K, Jackson Heights, NY 11372","$279,000",1,1,No display data
"25-14 31st Ave Unit 1A, Astoria, NY 11106","$599,000",1,1,753sqft
"8438 Grand Ave, Elmhurst, NY 11373","$3,180,000",9,7.5,No display data
"440 E 62nd St Apt 9G, New York, NY 10065","$595,000",1,1,900sqft
"170 W 85th St Apt 1ER, New York, NY 10024","$380,000",1,1,No display data
"394 Lyndale Ave, Staten Island, NY 10312","$688,888",3,1,"1,092sqft"
"60 Riverside Blvd Apt 2904, New York City, NY 10069","$3,100,000",2,2.5,"1,455sqft"
"100 Riverside Blvd Ph A, New York City, NY 10069","$5,800,000",3,3,"1,820sqft"
"1123 Albemarle Rd, New York City, NY 11218","$3,450,000",8,4.5,"5,374sqft"
"200 Amsterdam Ave Unit 10B, New York, NY 10023","$4,100,000",2,2.5,"1,812sqft"
"210 Bay 7th St Unit 2B, Brooklyn, NY 11228","$729,000",2,2,"1,020sqft"
"210 Bay 7th St Unit 3A, Brooklyn, NY 11228","$739,000",2,2,"1,195sqft"
"210 Bay 7th St Unit 3B, Brooklyn, NY 11228","$739,000",2,2,"1,195sqft"
"10 W End Ave Apt 4A, New York City, NY 10023","$1,899,000",2,2,"1,265sqft"
"25 Quincy St Unit 3A, Brooklyn, NY 11238","$1,665,000",2,2.5,"1,267sqft"
"140-21 173rd St, Jamaica, NY 11434","$649,000",3,3,"1,500sqft"
"85-15 Main St Unit 9N, Briarwood, NY 11435","$198,888",1,1,700sqft
"7247 Amboy Rd, Staten Island, NY 10307","$649,000",3,1.5,"1,536sqft"
"147-52 Charter Rd Unit 37D, Briarwood, NY 11435","$278,888",2,1,"1,024sqft"
"34-10 94th St Unit 3C, Queens, NY 11372","$469,000",3,1,No display data
"5142 30th Ave Apt 1O, Woodside, NY 11377","$265,000",1,1,No display data
"34-11 93rd St Unit 6F, Queens, NY 11372","$259,000",1,1,No display data
"205 E 63rd St Apt 4D, New York City, NY 10065","$600,000",2,2,"1,325sqft"
"1100 Grand Concourse Apt 1A, Bronx, NY 10456","$259,999",1,1,800sqft
"104-50 109th St, Richmond Hill South, NY 11419","$649,000",3,1.5,No display data
"16 Lynnhaven Pl, Staten Island, NY 10310","$1,600,000",5,3.5+,"4,733sqft"
"547 W 47th St Unit 521, New York, NY 10036","$1,155,000",1,1,670sqft
"105-28 65th Ave Unit 4D, Forest Hills, NY 11375","$299,000",1,1,800sqft
"322 E 151st St, Bronx, NY 10451","$1,499,999",4,4,No display data
"33-45 162 St, Flushing, NY 11358","$2,650,000",5,5.5,No display data
"23 E 10th St Apt 102, New York City, NY 10003","$1,295,000",2,2,No display data
"33-05 92 St Unit 1C, Jackson Heights, NY 11372","$300,000",2,1.5,900sqft
"66 Steuben St Apt 2R, New York City, NY 11205","$779,000",1,1,No display data
"1171 Hoe Ave, Bronx, NY 10459","$949,000",8,2,No display data
"138-47 11th Ave, Malba, NY 11357","$1,489,000",5,3,No display data
"88-49 202nd St, Hollis, NY 11423","$849,000",3,2.5,No display data
"86-29 262nd St, Floral Park, NY 11001","$699,000",3,1.5,"1,200sqft"
"66 Steuben St # R, New York City, NY 11205","$1,199,000",2,2,No display data
"453 W 148th St Unit 1, New York City, NY 10031","$2,100,000",6,4,No display data
"1040 Park Ave Unit 10E, Manhattan, NY 10028","$2,150,000",3,2.5,No display data
